id,name,match_key,other_printed_names,printed_name_variants,roles,documents,first_document,first_page,name_read_from_interleaved_layout,contracts_won,total_contract_value_taka,contracts_with_no_value_printed,first_award_date,last_award_date,tender_ids,procuring_entities,procuring_entity_count,agencies,districts,addresses_printed,tenderer_ids_printed,beneficial_owners_declared
co0218,"SCL-LB-KEC JV ( JVCA Partners [Business Share]: M/S. KARIM ENTERPRISE & CONSTRUCTION [30.000%] , Sun Flower Construction Ltd. [40.000%] , M/S LABON & BROTHERS [30.000%] )",SCL LB KEC JV JVCA PARTNERS BUSINESS SHARE M S KARIM ENTERPRISE CONSTRUCTION 30 000 SUN FLOWER CONSTRUCTION LTD 40 000 M S LABON BROTHERS 30 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_617807.pdf,1,,1,75976418.725,0,2021-12-30,2021-12-30,617807,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"10 Dilkusha Jibon Bima Tower 8th Floor Motijheel, Dhaka",,0
co0219,"Hassan Techno Builders Ltd. - Taher Brothers Ltd. JV. ( JVCA Partners [Business Share]: Hassan Techno Builders Ltd. [60.000%] , Taher Brothers Ltd. [40.000%] )",HASSAN TECHNO BUILDERS LTD TAHER BROTHERS LTD JV JVCA PARTNERS BUSINESS SHARE HASSAN TECHNO BUILDERS LTD 60 000 TAHER BROTHERS LTD 40 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_618898.pdf,1,,1,94588512.789,0,2021-12-30,2021-12-30,618898,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"Punam Palace, Holding No: 464, 1st Kandirpar, Badurtala, Cumilla",,0
co0220,Power Net Enterprise,POWER NET ENTERPRISE,,1,contract awarded,2,Contract_Awards_PDFs/Tender_629331.pdf,1,,2,8535567.6,0,2022-02-01,2023-01-16,629331;736874,"Electrical & Mechanical Engineering (EME) | Project Director(KK Newaz), Chittagong Development Authority",2,Chittagong Development Authority,Chattogram,"Khan Mansion Khulshi Colony Road, Nasirabad, Chittagong-4209",,0
co0221,Trade Spin,TRADE SPIN,,1,contract awarded,2,Contract_Awards_PDFs/Tender_637086.pdf,1,,2,4185475.695,0,2022-02-17,2022-10-19,637086;728810,"Project Director(M.Uddin), Chittagong Development Authority | Project Director (Dewanhat)",2,Chittagong Development Authority,Chattogram,"4, BGB Super Market, Halishahar Housing Estate, Chattogram.",,0
co0222,YSP TECHNOLOGY,YSP TECHNOLOGY,,1,contract awarded,2,Contract_Awards_PDFs/Tender_638918.pdf,1,,2,18498500.015,0,2022-03-07,2022-06-27,638918;695670,Office of the Chairman | Office of Planning Officer,2,Rajshahi Development Authority | Khulna Development Authority (KDA),Rajshahi;Khulna,"37 Bir Uttam C R Datta Road, Nahar Plaza, Dhaka",,0
co0223,M/S Hasan & Brothers,HASAN BROTHERS,,1,contract awarded,2,Contract_Awards_PDFs/Tender_640368.pdf,1,,2,6965993.412,0,2022-03-23,2022-06-06,640368;683811,"Project Director(M.Uddin), Chittagong Development Authority",1,Chittagong Development Authority,Chattogram,"265/262 Mamtaj Market, Khatungonj, Chittagong.",,0
co0224,Md.kabir Hossain,MD KABIR HOSSAIN,,1,contract awarded,1,Contract_Awards_PDFs/Tender_64165.pdf,1,,1,4187780.121,0,2016-10-03,2016-10-03,64165,Office of the Chaiman,1,Rajshahi Development Authority,Rajshahi,"In front of Rajshahi City Bhaban, Greater road, Rajshahi, Bangladesh.",,0
co0225,Super Star Renewable Energy Limited,SUPER STAR RENEWABLE ENERGY LIMITED,,1,contract awarded,1,Contract_Awards_PDFs/Tender_647356.pdf,1,,1,13534879.5,0,2022-03-16,2022-03-16,647356,Uttara 3rd Phase Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"SSG Center (3rd Floor), Nabosrista Plot No.: 1/A, Tejgaon I/A, Dhaka",,0
co0226,Auto Power Pvt. Limited,AUTO POWER PVT LIMITED,,1,contract awarded,1,Contract_Awards_PDFs/Tender_647361.pdf,1,,1,9194839.2,0,2022-03-16,2022-03-16,647361,Uttara 3rd Phase Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"24, MIRPUR ROAD , GLOBE CENTER (3RD FLOOR), DHAKA",,0
co0227,M/S LABON & BROTHERS,LABON BROTHERS,,1,contract awarded,1,Contract_Awards_PDFs/Tender_647467.pdf,1,,1,74887107.687,0,2022-02-09,2022-02-09,647467,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"10/2, Kashem Centre, 12/A, Arambagh, Motijhil, Dhaka1000",,0
co0228,Volume - 11,VOLUME 11,,1,contract awarded,1,Contract_Awards_PDFs/Tender_647622.pdf,1,,1,8963413.2,0,2022-05-11,2022-05-11,647622,"Project Director(M.Uddin), Chittagong Development Authority",1,Chittagong Development Authority,Chattogram,"20/C, Road No- 2, Amirbag R/A, Mehedibag, Chattogram.",,0
co0229,Rithin Enterprise,RITHIN ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_658227.pdf,1,,1,14747701.408,0,2022-05-11,2022-05-11,658227,Office of the Chairman,1,Rajshahi Development Authority,Rajshahi,"Rithin Enterprise, Proprietor-Tured Al Masud, 1st class contractor & supplier , Dorikharbona, Boalia, Rajshahi.",,0
co0230,Shapla Enterprise,SHAPLA ENTERPRISE,,1,contract awarded,2,Contract_Awards_PDFs/Tender_663428.pdf,1,,2,7107351.122,0,2022-06-02,2024-02-12,663428;882631,Director (Admin),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"9K,Motijheel, C/A, Dhaka-1000.",,0
co0231,Tithy Printing & Packaging,TITHY PRINTING PACKAGING,,1,contract awarded,1,Contract_Awards_PDFs/Tender_663429.pdf,1,,1,773944.52,0,2022-06-02,2022-06-02,663429,Director (Admin),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Tithy Printing & Packaging 28/C-1, Toyenbee Circular Road, Motijheel C/A, Dhaka-1000, Bangladesh, Phone: 9550412, 9553303, Mobile: 01819263481",,0
co0232,M/S. A. F. C.,A F C,,1,contract awarded,1,Contract_Awards_PDFs/Tender_667218.pdf,1,,1,3017182.356,0,2022-06-06,2022-06-06,667218,"Project Director(M.Uddin), Chittagong Development Authority",1,Chittagong Development Authority,Chattogram,"Bara Dighir Par, Hathazari Road, Hathazari, Chittagong.",,0
co0233,"M/s. SS & MT (JV) ( JVCA Partners [Business Share]: M/S. Monir Traders [49.000%] , M/S. Sharif & Sons [51.000%] )",SS MT JV JVCA PARTNERS BUSINESS SHARE M S MONIR TRADERS 49 000 M S SHARIF SONS 51 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_671805.pdf,1,,1,444989988.324,0,2022-06-15,2022-06-15,671805,Uttara Apartment Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Modumati Supar Market, 717, Panchuria, Gopalgonj-8100.",,0
co0234,M/S Faith Print,FAITH PRINT,,1,contract awarded,1,Contract_Awards_PDFs/Tender_672061.pdf,1,,1,199501.5,0,2022-06-02,2022-06-02,672061,Director (Admin),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Arambag,Motijheel",,0
co0235,Arc Bangladesh Ltd.,ARC BANGLADESH LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_680144.pdf,1,,1,2595000.001,0,2022-05-17,2022-05-17,680144,Office of the Chairman,1,Rajshahi Development Authority,Rajshahi,"60, West Agargaon (1st Floor), Sher-e-Bangla Nagar, Dhaka-1207.",,0
co0236,H.A Enterprise,H A ENTERPRISE,,1,contract awarded,4,Contract_Awards_PDFs/Tender_681465.pdf,1,,4,29686509.711,0,2022-04-20,2024-05-07,681465;808097;925988;963987,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"Laldigir Par, Main Road, Coxs Bazar, Bangladesh",,0
co0237,M/S Chowdhury Enterprise,CHOWDHURY ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_699111.pdf,1,,1,22498801.427,0,2022-06-30,2022-06-30,699111,Uttara Apartment Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"06, Madan Shaha Lane, Sutrapur, Dhaka-1100.",,0
co0238,M/s B. D. & CO,B D CO,,1,contract awarded,1,Contract_Awards_PDFs/Tender_699961.pdf,1,,1,2142865.125,0,2022-06-12,2022-06-12,699961,Office of the Assistant Programmer,1,Khulna Development Authority (KDA),Khulna,"Pani Gati, Hazigram, Digholia, Khulna-9222",,0
co0239,PARVEZ CONSTRUCTION LIMITED,PARVEZ CONSTRUCTION LIMITED,,1,contract awarded,1,Contract_Awards_PDFs/Tender_703479.pdf,1,,1,7829999.1,0,2022-06-26,2022-06-26,703479,Office of the Chairman,1,Rajshahi Development Authority,Rajshahi,"House # 701, Road # 01, Bus Terminal Road, Tatultala, Alamnagar-5402, Rangpur",,0
co0240,Donatien International,DONATIEN INTERNATIONAL,,1,contract awarded,2,Contract_Awards_PDFs/Tender_713622.pdf,1,,2,36444829.149,0,2022-11-03,2024-07-14,713622;974362,Superintending Engineer (Civil Circle-1) | Uttara Apartment Project,2,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"33 South Khilgaon, Dhaka 1219.",,0
co0241,M/S. Khan Enterprise,KHAN ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_727612.pdf,1,,1,2273120.991,0,2022-12-21,2022-12-21,727612,Superintending Engineer (Civil Circle-4),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"P-67/1, Middle Badda, Badda, Dhaka-1212.",,0
co0242,Add construction solution,ADD CONSTRUCTION SOLUTION,,1,contract awarded,3,Contract_Awards_PDFs/Tender_728690.pdf,1,,3,4438764.161,0,2022-10-20,2022-10-20,728690;728691;728692,Office of Exen (Maintenance),1,Khulna Development Authority (KDA),Khulna,"353/1 ( DSCC) Zia Shoroni Road, Matuail,; Jatrabari PS; Dhaka-1232; Bangladesh",,0
co0243,"M/S. Udayan Builders - M/S. Tanni Enterprise JV ( JVCA Partners [Business Share]: M/S Udayan Builders [75.000%] , M/S. TANNI ENTERPRISE [25.000%] )",UDAYAN BUILDERS M S TANNI ENTERPRISE JV JVCA PARTNERS BUSINESS SHARE M S UDAYAN BUILDERS 75 000 M S TANNI ENTERPRISE 25 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_732686.pdf,1,,1,78671412.468,0,2023-02-19,2023-02-19,732686,Uttara Apartment Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Road # 07, House # 27, Sector # 11, Uttara, Dhaka-1230",,0
co0244,M/S N Mohammed Trading,N MOHAMMED TRADING,,1,contract awarded,2,Contract_Awards_PDFs/Tender_733637.pdf,1,,2,5391084.375,0,2022-10-06,2023-03-06,733637;781011,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"Khurushkul Road, Uttar Taraboniarchara, Coxs Bazar Pourshava, Coxs Bazar",,0
co0245,The Decode Ltd.,THE DECODE LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_745109.pdf,1,,1,9969999.758,0,2022-11-28,2022-11-28,745109,Project Director (Master Plan),1,Chittagong Development Authority,Chattogram,BDBL Bhaban (6th Level) 12 Karwan Bazar,,0
co0246,"M/s. Udayan Builders (JV) ( JVCA Partners [Business Share]: M/S Udayan Builders [51.000%] , Starlite Services Limited [49.000%] )",UDAYAN BUILDERS JV JVCA PARTNERS BUSINESS SHARE M S UDAYAN BUILDERS 51 000 STARLITE SERVICES LIMITED 49 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_752801.pdf,1,,1,452992528.197,0,2023-08-27,2023-08-27,752801,Uttara Lake Development Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Dhaka Trade Center (15th Floor), Block-H, 99 Kazi Nazrul Islam Avenue, Kawran Bazar C/A, Dhaka-1215",,0
co0247,"SSL-CONVOY JV ( JVCA Partners [Business Share]: CONVOY SERVICE [30.000%] , Starlite Services Limited [70.000%] )",SSL CONVOY JV JVCA PARTNERS BUSINESS SHARE CONVOY SERVICE 30 000 STARLITE SERVICES LIMITED 70 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_775307.pdf,1,,1,53908596.9,0,2023-04-12,2023-04-12,775307,Uttara Apartment Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Level # 02, Plot # 26, Shahajalal Avenue, Sector # 04, Uttara, Dhaka-1230, Bangladesh",,0
co0248,"M.A.H Construction Ltd,RAB-RC(PVT)Ltd and Dawn Corporation JV ( JVCA Partners [Business Share]: M/S. Dawn Corporation [0.000%] , RAB-RC (PVT) LIMITED [0.000%] , M.A.H. CONSTRUCTION LTD. [0.000%] )",M A H CONSTRUCTION LTD RAB RC PVT LTD AND DAWN CORPORATION JV JVCA PARTNERS BUSINESS SHARE M S DAWN CORPORATION 0 000 RAB RC PVT LIMITED 0 000 M A H CONSTRUCTION LTD 0 000,,1,contract awarded,4,Contract_Awards_PDFs/Tender_79395.pdf,1,,4,267342765.3,0,2017-08-22,2017-08-22,79395;80585;80586;98112,Office of the Chief Engineer (Implementation),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"1307/2,East Monipur, kafrul,Dhaka-1216",,0
co0249,"M/S RAHMAN ENGINEERING - M/S TANNI ENTERPRISE (JV) ( JVCA Partners [Business Share]: M/S Rahman Engineering [51.000%] , M/S. TANNI ENTERPRISE [49.000%] )",RAHMAN ENGINEERING M S TANNI ENTERPRISE JV JVCA PARTNERS BUSINESS SHARE M S RAHMAN ENGINEERING 51 000 M S TANNI ENTERPRISE 49 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_807903.pdf,1,,1,36704663.586,0,2023-08-10,2023-08-10,807903,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"House #27, Road #07, Sector #11. Uttara, Dhaka",,0
co0250,Solution World Limited,SOLUTION WORLD LIMITED,,1,contract awarded,1,Contract_Awards_PDFs/Tender_815786.pdf,1,,1,4292000,0,2023-06-12,2023-06-12,815786,Management Information System (MIS),1,Chittagong Development Authority,Chattogram,"152, Shantinagar, Flat # B-6, Rupayan Angel, Dhaka-1217.",,0
co0251,M/S S.R Construction,S R CONSTRUCTION,,1,contract awarded,2,Contract_Awards_PDFs/Tender_827087.pdf,1,,2,1660457.349,0,2023-05-29,2023-06-07,827087;835847,Cox's Bazar Development Authority | CoxDA Master Plan,2,Cox's Bazar Development Authority,Cox's Bazar,"North Rumaliarchara, Cox's Bazar Sadar, Coxs Bazar",,0
co0252,Star Tech & Engineering Ltd.,STAR TECH ENGINEERING LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_832064.pdf,1,,1,10540782.332,0,2023-09-26,2023-09-26,832064,Office of the Superintending Engineer (Electrical),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Kushali Bhaban, 238/1, Begum Rokeya Sharanee, Taltala, Dhaka 1216",,0
co0253,Global Office Automation Ltd.,GLOBAL OFFICE AUTOMATION LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_835662.pdf,1,,1,568279.892,0,2023-06-07,2023-06-07,835662,CoxDA Master Plan,1,Cox's Bazar Development Authority,Cox's Bazar,"160, Lake Circus, Kalabagan, Dhaka.",,0
co0254,ETASA ENTERPRISE,ETASA ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_836225.pdf,1,,1,1450736.1,0,2023-06-26,2023-06-26,836225,Office of the Chairman,1,Rajshahi Development Authority,Rajshahi,"CAPTAIN MOHIUDDIN ZAHANGIR SWARANI Seroil, Post- Ghoramara, Police Station- Boalia, Dist- Rajshahi.",,0
co0255,Verbal,VERBAL,,1,contract awarded,1,Contract_Awards_PDFs/Tender_836329.pdf,1,,1,1725135.081,0,2023-06-15,2023-06-15,836329,Management Information System (MIS),1,Chittagong Development Authority,Chattogram,"120/A, R.S Bhaban (2nd Floor), Suite-310, Motijheel C/A, Dhaka-1000",,0
co0256,M/S. J.J. Traders,J J TRADERS,,1,contract awarded,1,Contract_Awards_PDFs/Tender_840372.pdf,1,,1,2322988.272,0,2023-09-04,2023-09-04,840372,"Project Director(M.Uddin), Chittagong Development Authority",1,Chittagong Development Authority,Chattogram,"62, Natab Bhaban (2nd Floor), Panchlaish, Chittagong.",,0
co0257,"SUNNY-RS-TML JV ( JVCA Partners [Business Share]: M/S Sunny Construction [50.000%] , TRADEMAJESTIC LIMITED [25.000%] , M/S. R.S ENTERPRISE [25.000%] )",SUNNY RS TML JV JVCA PARTNERS BUSINESS SHARE M S SUNNY CONSTRUCTION 50 000 TRADEMAJESTIC LIMITED 25 000 M S R S ENTERPRISE 25 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_848555.pdf,1,,1,51133146.948,0,2023-08-31,2023-08-31,848555,Project Director (Loop Road),1,Chittagong Development Authority,Chattogram,"House # 09 (1st Floor), Road # 1, Block-G, Beside A.C Mosjid, Halishahar H/E, Halishahar, Chattogram, Bangladesh.",,0
co0258,M/S. Khan Corporation,KHAN CORPORATION,,1,contract awarded,1,Contract_Awards_PDFs/Tender_851863.pdf,1,,1,2707964.064,0,2023-10-04,2023-10-04,851863,"Construction Division-1, Chattogram Development Authority",1,Chittagong Development Authority,Chattogram,"129/143, D.C Road, Khan Bhaban, West Bakalia, Dewanbazar, Chittagong.",,0
co0259,M/S. Shah Jabbaria Construction & Co.,SHAH JABBARIA CONSTRUCTION CO,,1,contract awarded,1,Contract_Awards_PDFs/Tender_851865.pdf,1,,1,12814150.311,0,2023-11-22,2023-11-22,851865,"Construction Division-1, Chattogram Development Authority",1,Chittagong Development Authority,Chattogram,"69/7, Mohammadia Plaza, Reazuddin Bazar, Chattogram",,0
co0260,"National Development Engineers Ltd. - M/S. Niaz Traders JV (NDE-NT JV) ( JVCA Partners [Business Share]: NATIONAL DEVELOPMENT ENGINEERS LTD. [20.000%] , M/S. Niaz Traders [80.000%] )",NATIONAL DEVELOPMENT ENGINEERS LTD M S NIAZ TRADERS JV NDE NT JV JVCA PARTNERS BUSINESS SHARE NATIONAL DEVELOPMENT ENGINEERS LTD 20 000 M S NIAZ TRADERS 80 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_857646.pdf,1,,1,831424240.458,0,2023-11-23,2023-11-23,857646,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"House-22, Road-04, Block- C Banani Dhaka-1213",,0
co0261,"Noor Hossain Ltd. (JV) ( JVCA Partners [Business Share]: MD. DOLLAR [80.000%] , Noor Hossain Limited [20.000%] )",NOOR HOSSAIN LTD JV JVCA PARTNERS BUSINESS SHARE MD DOLLAR 80 000 NOOR HOSSAIN LIMITED 20 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_859008.pdf,1,,1,90465350.411,0,2023-10-11,2023-10-11,859008,Office of the Chairman,1,Rajshahi Development Authority,Rajshahi,"Nur Manjil, Kadirganj, Rajshahi.",,0
co0262,"SS-RC (JV) ( JVCA Partners [Business Share]: Rafiq Construction Co. (Pvt.) Ltd. [60.000%] , M/S. Sharif & Sons [40.000%] )",SS RC JV JVCA PARTNERS BUSINESS SHARE RAFIQ CONSTRUCTION CO PVT LTD 60 000 M S SHARIF SONS 40 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_860503.pdf,1,,1,446902393.401,0,2024-01-03,2024-01-03,860503,Uttara Apartment Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Modumati Supar Market, 717, Panchuria, Gopalgonj-8100.",,0
co0263,Premier Trading International,PREMIER TRADING INTERNATIONAL,,1,contract awarded,1,Contract_Awards_PDFs/Tender_860822.pdf,1,,1,40471936.052,0,2023-10-11,2023-10-11,860822,Office of the Project Director,1,Rajshahi Development Authority,Rajshahi,"201/206, Nasirabad Industrial Area Baijid Bostami Road",,0
co0264,M/S.Modina Enterprise,M S MODINA ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_860823.pdf,1,,1,7358692.5,0,2023-10-11,2023-10-11,860823,Office of the Project Director,1,Rajshahi Development Authority,Rajshahi,"48/B, West Dholairpar, Dhaka-1204.",,0
co0265,Flowater Solutions Ltd.,FLOWATER SOLUTIONS LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_862601.pdf,1,,1,5388565.65,0,2024-01-29,2024-01-29,862601,Project Director (CDA Square),1,Chittagong Development Authority,Chattogram,"309, SK Mujib Road, Unit 7&8, Level 6, North Agrabad, Chittagong, Bangladesh.",,0
co0266,Total Accessories,TOTAL ACCESSORIES,,1,contract awarded,2,Contract_Awards_PDFs/Tender_865422.pdf,1,,2,2695218.284,0,2024-02-12,2024-02-12,865422;865423,Director (Admin),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"112/1 Fakirapool (3rd Floor), Dhaka-1000",,0
co0267,M/s. Bhuiyan Traders,BHUIYAN TRADERS,,1,contract awarded,1,Contract_Awards_PDFs/Tender_865569.pdf,1,,1,4403775.886,0,2023-11-30,2023-11-30,865569,"Project Director(M.Uddin), Chittagong Development Authority",1,Chittagong Development Authority,Chattogram,"B.O.C. Mor,Katgar,Dohazari,Satkania,Chittagong-4382",,0
co0268,M/S RAFID TRADERS,RAFID TRADERS,,1,contract awarded,1,Contract_Awards_PDFs/Tender_867256.pdf,1,,1,107298313.662,0,2023-11-15,2023-11-15,867256,Office of the Project Director (KDA Bus Terminal),1,Khulna Development Authority (KDA),Khulna,"17/2 Deana South para, Daulatpur, Khulna.",,0
co0269,DIENCO LIMITED,DIENCO LIMITED,,1,contract awarded,1,Contract_Awards_PDFs/Tender_868640.pdf,1,,1,604963771.954,0,2024-02-22,2024-02-22,868640,Office of the Project Director (3Link Road),1,Khulna Development Authority (KDA),Khulna,"Suite-4A, Nakshi Homes, 6/1/A, Topkhana Road, Segunbagicha, Topkhana Road, Dhaka-1000.",,0
co0270,M/s. M.R. Construction,M R CONSTRUCTION,,1,contract awarded,1,Contract_Awards_PDFs/Tender_870250.pdf,1,,1,119111709.123,0,2023-12-04,2023-12-04,870250,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"147 Motijheel C/A, Sultan Building, (1st Floor) Dhaka.",,0
co0271,Rangpur Metal Industries Limited,RANGPUR METAL INDUSTRIES LIMITED,,1,contract awarded,1,Contract_Awards_PDFs/Tender_879523.pdf,1,,1,14058755.285,0,2023-12-10,2023-12-10,879523,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,PRAN RFL Center 105 Middle Badda Dhaka,,0
co0272,"Starlite Services Ltd & Convoy Service JV ( JVCA Partners [Business Share]: CONVOY SERVICE [0.000%] , Starlite Services Limited [0.000%] )",STARLITE SERVICES LTD CONVOY SERVICE JV JVCA PARTNERS BUSINESS SHARE CONVOY SERVICE 0 000 STARLITE SERVICES LIMITED 0 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_89106.pdf,1,,1,126193349.781,0,2017-08-16,2017-08-16,89106,Office of the Chief Engineer (Implementation),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Planners Tower (16th Floor), 13/A, Bipanan C/A, Sonargaon Road, Dhaka-1000",,0
co0273,M/S. Mukta Enterprise,MUKTA ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_89768.pdf,1,,1,2729526.828,0,2017-04-11,2017-04-11,89768,"Office of the Executive Engineer DPHE, Lakshmipur",1,Department of Public Health Engineering (DPHE),Laksmipur,"Uttar Te-muhuni, Upazila- Sadar, Dist.- Laxmipur.",,0
co0274,"SS-RI JV ( JVCA Partners [Business Share]: M/S. Raju International [49.000%] , M/S. Sharif & Sons [51.000%] )",SS RI JV JVCA PARTNERS BUSINESS SHARE M S RAJU INTERNATIONAL 49 000 M S SHARIF SONS 51 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_901824.pdf,1,,1,43936248.816,0,2024-01-01,2024-01-01,901824,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Modhumati Super Market, 717, Panchuria, Gopalgonj-8100.",,0
co0275,Ocean Electrical Limited,OCEAN ELECTRICAL LIMITED,,1,contract awarded,2,Contract_Awards_PDFs/Tender_909193.pdf,1,,2,77923570.14,0,2024-01-30,2024-04-29,909193;944909,Project Director (CDA Square),1,Chittagong Development Authority,Chattogram,"Charpatherghata, Azim Para, Karnaphulli, Chittagong.",,0
co0276,R R Enterprise,R R ENTERPRISE,,1,contract awarded,3,Contract_Awards_PDFs/Tender_916128.pdf,1,,3,4374284.962,0,2024-01-04,2024-02-13,916128;925146;937128,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"North Peskerpara, Coxs Bazar Pourashava, Sadar, Coxs Bazar",,0
co0277,"RNYB Ltd - A.T Construction JV. JV. ( JVCA Partners [Business Share]: RN Yakub & Brothers Private Limited. [51.000%] , M/S. A.T. Construction [49.000%] )",RNYB LTD A T CONSTRUCTION JV JV JVCA PARTNERS BUSINESS SHARE RN YAKUB BROTHERS PRIVATE LIMITED 51 000 M S A T CONSTRUCTION 49 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_917088.pdf,1,,1,161596296.849,0,2024-04-23,2024-04-23,917088,Project Director (CCORRP),1,Chittagong Development Authority,Chattogram,"Azad Bhaban (6th floor), Jamal Khan Road, Chattogram",,0
co0278,"Anik Trading and Construction-Fastbuild JV ( JVCA Partners [Business Share]: FASTBUILD [75.000%] , Anik Trading and Construction Limited [25.000%] )",ANIK TRADING AND CONSTRUCTION FASTBUILD JV JVCA PARTNERS BUSINESS SHARE FASTBUILD 75 000 ANIK TRADING AND CONSTRUCTION LIMITED 25 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_926607.pdf,1,,1,250839121.923,0,2024-06-03,2024-06-03,926607,Development of Residential and commercial Infrastructure at Jhilmil Residential Project Area,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"House #8/4A (4th & 5th Floor), Block #A, Lalmatia, Dhaka-1207, Bangladesh",,0
co0279,Nur Traders,NUR TRADERS,,1,contract awarded,2,Contract_Awards_PDFs/Tender_926623.pdf,1,,2,11728980.837,0,2024-05-19,2024-06-11,926623;957875,Superintending Engineer (Civil Circle-2) | Superintending Engineer (Civil Circle-1),2,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"51, Naya Paltan, Paltan, Dhaka-1000",,0
co0280,Khokan Construction & Engineering Ltd,KHOKAN CONSTRUCTION ENGINEERING LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_932337.pdf,1,,1,153774163.71,0,2024-04-15,2024-04-15,932337,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"154, Mosjid Bhaban, Room# 310, Level: 2, Motijheel C/A, Dhaka-1000",,0
co0281,RUPOKAR,RUPOKAR,,1,contract awarded,1,Contract_Awards_PDFs/Tender_935037.pdf,1,,1,4498000.001,0,2024-03-23,2024-03-23,935037,Office of the Chairman,1,Rajshahi Development Authority,Rajshahi,"69/3, Road-7/A, 4th floor, Dhanmondi, Dhaka-1209",,0
