tender_id,award_file,award_pages,award_template,award_ministry,award_ministry_id,award_agency,award_agency_id,award_procuring_entity,award_procuring_entity_id,award_procuring_entity_code,award_district,award_for,award_method,award_source_of_funds,award_development_partner,award_project,award_project_id,award_invitation_ref,award_package_no,award_package_name,contract_no,contract_description,work_location,winner,winner_id,winner_page,winner_location,winner_tenderer_id,contract_value_taka,contract_value_original,advertised_date,noa_date,signed_date,work_start_date,work_completion_date,tenders_sold,tenders_received,tenders_responsive,bid_counts_printed,performance_security_on_time,contract_signed_on_time,award_officer,award_officer_id,award_officer_designation,beneficial_owners
775307,Contract_Awards_PDFs/Tender_775307.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara Apartment Project,og0012,,Dhaka,Works,OTM,Own Fund Own Fund,NA,NA,pr0003,RAJUK/UAP/PD/IFT/Maintenance-03/1,UAP/CW/WD-03/1,"Maintenance works of 79 no's 16 storied Apartment Building with internal Sanitary, Water supply, Fire fighting, Gas Connection, Electrification and other ancillary works of Uttara Apartment Project at Block ""A"", Sector-18, Uttara, Dhaka (Lot-01, Civil Part).",RAJUK/UAP/PD/IFT/Maintenance-03/1,"Maintenance works of 79 no's 16 storied Apartment Building with internal Sanitary, Water supply, Fire fighting, Gas Connection, Electrification and other ancillary works of Uttara Apartment Project at Block ""A"", Sector-18, Uttara, Dhaka (Lot-01, Civil Part).",Uttara Apartment Project Sector-18 Block-A Uttara Dhaka,"SSL-CONVOY JV ( JVCA Partners [Business Share]: CONVOY SERVICE [30.000%] , Starlite Services Limited [70.000%] )",co0247,1,"Level # 02, Plot # 26, Shahajalal Avenue, Sector # 04, Uttara, Dhaka-1230, Bangladesh",,53908596.9,53908596.900,2023-01-31,2023-04-12,2023-05-10,2023-05-15,2024-05-09,4,2,1,yes,yes,yes,Mohammad Muzaffar Uddin,pp0004,PD (Uttara Appartment),0
775518,Contract_Awards_PDFs/Tender_775518.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara Apartment Project,og0012,,Dhaka,Goods,OTM,Own Fund Own Fund,NA,NA,pr0003,RAJUK/UAP/PD/IFT/CCTV-13,UAP/EM/CCTV/GD/13,"Supply, Installation, Testing and Commissioning of CCTV System for Central Mosque under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector-18, Block-A, Uttara ,Dhaka.",RAJUK/UAP/PD/IFT/CCTV-13,"Supply, Installation, Testing and Commissioning of CCTV System for Central Mosque under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector-18, Block-A, Uttara ,Dhaka.",Uttara Apartment Project Sector-18 Block-A Uttara Dhaka,M/S Sunny Construction,co0053,1,"58/Cha/1,Tejturi Bazar Chak,West Razabazar,Dhaka-1215",,1446505.75,1446505.750,2023-02-01,2023-06-18,2023-07-13,2023-07-13,2023-10-15,6,3,3,yes,yes,yes,Mohammad Muzaffar Uddin,pp0004,PD (Uttara Appartment),0
780102,Contract_Awards_PDFs/Tender_780102.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,Management Information System (MIS),og0038,,Chattogram,Goods,OTM,Own Fund Own Fund,NA,NA,pr0003,MIS/ConferenceSystem/2023,CDA/ConferenceSystem/2023,"Supply of Video Conference Camera, Bluetooth Speaker Mic, Expansion Speaker Mic, Smart QLED Panel, Video Conference Control Unit, Online UPS, HDMI Cable & Installation at CDA.",MIS/Con:Sys:/2022/48,"Supply of Video Conference Camera, Bluetooth Speaker Mic, Expansion Speaker Mic, Smart QLED Panel, Video Conference Control Unit, Online UPS, HDMI Cable & Installation at CDA.","CDA Building, Court Road, Kotowali, Chattogram",MS TECHNOLOGIES LIMITED,co0008,1,"MM Tower (5th), CDA Avenue Road, Besides Sanmar Ocean City, PO: Khulshi, PS: Panchlaish. Chattogram.",,1339640.111,1339640.111,2023-03-15,2023-04-10,2023-05-08,2023-05-09,2023-06-11,2,2,1,yes,yes,yes,Md. Mostafa Jamal,pp0069,System Analyst,0
781011,Contract_Awards_PDFs/Tender_781011.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Cox's Bazar Development Authority,og0020,Cox's Bazar Development Authority,og0020,,Cox's Bazar,Goods,OTM,Revenue Government,NA,NA,pr0003,CoxDA/Rev/22-23/OTM/Goods/Advertisement-Publicity,CoxDA/Rev/22-23/OTM/Goods/Advertisement-Publicity,Supply of different types of Goods for Advertisement and Publicity of Cox's Bazar Development Authority at Cox's Bazar. FY 2022-23,CoxDA/Rev/22-23/OTM/Goods/Advertisement-Publicity,Supply of different types of Goods for Advertisement and Publicity of Cox's Bazar Development Authority at Cox's Bazar. FY 2022-23,Coxs Bazar,M/S N Mohammed Trading,co0244,1,"Khurushkul Road, Uttar Taraboniarchara, Coxs Bazar Pourshava, Coxs Bazar",,1889502.525,1889502.525,2023-01-19,2023-03-06,2023-03-12,2023-03-15,2023-06-29,2,2,1,yes,yes,yes,Md. Khijir Khan,pp0113,Member (Engineer),0
781266,Contract_Awards_PDFs/Tender_781266.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,Project Director (Loop Road),og0073,,Chattogram,Works,OTM,Development Government,NA,Construction of Link Road from Dhaka Trunk Road to Baizid Boastami Road including Loop Road at the outer periphery of AUW,pr0081,PD/LoopRoad/Tender/P-03/99-1,20121321143465744654654-3,"Construction of retaining wall, Drain, Railway over pass, Road and hill slope protection work under the project of 'Construction of Link Road from Dhaka Trunk Road to Baizid Boastami Road including Loop Road at the outer periphery of AUW""",Pd/LoopRoad/tender/Package-03/99/42,"Construction of retaining wall, Drain, Railway over pass, Road and hill slope protection work under the project of 'Construction of Link Road from Dhaka Trunk Road to Baizid Boastami Road including Loop Road at the outer periphery of AUW""",Baizid Boastami Road,Spectra Engineers Ltd.,co0204,1,"House # 17, Road #106, Block-CEN(F), Gulshan-2, Dhaka-1212",,791796036.692,791796036.692,2023-01-26,2023-06-15,2023-06-18,2023-02-25,2023-06-30,3,3,1,yes,yes,yes,Asad Bin Anwar,pp0114,Project Director,0
783087,Contract_Awards_PDFs/Tender_783087.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Khulna Development Authority (KDA),og0016,Office of the Project Director (KDA Bipone Bitan),og0074,,Khulna,Works,OTM,Own Fund Own Fund,NA,NA,pr0003,KDA/BBP/W1/2022-23,KDA/BBP/W1/2022-23,Construction of Bipone Bitan besides KDA New Market,KDA/BBP/W1/2022-23 (Tender ID-783087),Construction of Bipone Bitan besides KDA New Market,Khulna,MAHABUB BROTHERS(PVT)LIMITED,co0161,1,"Akankha Tower 454, Upper Jashore Road, Daulatpur, Khulna-9000",,965147418.58,965147418.580,2023-02-05,2023-06-15,2023-06-19,2023-05-02,2024-09-30,5,2,1,yes,yes,yes,G. M. MASUDUR RAHMAN,pp0115,Superintending Engineer,0
789918,Contract_Awards_PDFs/Tender_789918.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Works,OTM,Own Fund Own fund,NA,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/RDC_13,Rajuk/PD_Purbachal/RDC_13,"Construction of internal Road and surface drain at Sector-21 (part) Purbachal New Town Project (Package: RDC-21, Lot- 03).",Rajuk/PD_Purbachal/RDC_13,"Construction of internal Road and surface drain at Sector-21 (part) Purbachal New Town Project. (Package: RDC-21, Lot- 03).",Purbachal New Town project,M/S. A. R. Enterprise,co0016,1,"House-08, Road-02, Diyabari, Uttara, Dhaka-1230 Contact No:01935968075, 01707568905",,25399867.617,25399867.617,2023-02-20,2023-05-22,2023-06-18,2023-06-18,2023-09-18,6,6,6,yes,yes,yes,MOHAMMAD MANIRUL HAQUE,pp0116,Project Director,0
789921,Contract_Awards_PDFs/Tender_789921.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Works,OTM,Own Fund Own fund,NA,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/RDC_17,Rajuk/PD_Purbachal/RDC_17,"Construction of Internal Road and surface drain at Sector-29 (part) Purbachal New Town Project (Package : RDC - 29, LOT - 02).",Rajuk/PD_Purbachal/RDC_17,"Construction of Internal Road and surface drain at Sector-29 (part) Purbachal New Town Project (Package : RDC - 29, LOT - 02).",Purbachal New Town project,M/S. Niaz Traders,co0001,1,"154, Motijheel C/A. Masjid Market (2nd Floor), Room No.301-303, Dhaka-1000.",,86650791.903,86650791.903,2023-02-20,2023-05-21,2023-06-13,2023-06-15,2023-12-12,6,6,6,yes,yes,yes,MOHAMMAD MANIRUL HAQUE,pp0116,Project Director,0
791688,Contract_Awards_PDFs/Tender_791688.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,Project Director (Dewanhat),og0071,,Chattogram,Works,OTM,Own Fund Own Fund,NA,NA,pr0003,PDDWNE29/205,PDDWNE29,"Fire Fighting & Related Works at CDA Dewanhat Apartment Complex, Chattogram.",Pd/dewanhat/ff/e/29/230,"Fire Fighting & Related Works at CDA Dewanhat Apartment Complex, Chattogram.",Dewanhat,MS TECHNOLOGIES LIMITED,co0008,1,"MM Tower (5th), CDA Avenue Road, Besides Sanmar Ocean City, PO: Khulshi, PS: Panchlaish. Chattogram.",,2888470.843,2888470.843,2023-02-20,2023-04-04,2023-04-27,2023-04-30,2023-06-29,2,2,2,yes,yes,yes,Kazi Kader Newaz,pp0006,Executive Engineer,0
79395,Contract_Awards_PDFs/Tender_79395.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Chief Engineer (Implementation),og0032,CE-01,Dhaka,Works,OTM,Own Fund Own fund,NA,Uttara Apment Project,pr0041,Rajuk/UAP/02,Rajuk/UAP/02,Construction of Internal 40-0 wide Road Including Footpath & Pipe drain at Block-A of Uttara Apartment Project,Rajuk/UAP/01/02,"Construction of Internal 40'-0"" wide Road (Including Footpath & Pipe drain) at Block-'A' of Uttara Apartment Project",Uttara,"M.A.H Construction Ltd,RAB-RC(PVT)Ltd and Dawn Corporation JV ( JVCA Partners [Business Share]: M/S. Dawn Corporation [0.000%] , RAB-RC (PVT) LIMITED [0.000%] , M.A.H. CONSTRUCTION LTD. [0.000%] )",co0248,1,"1307/2,East Monipur, kafrul,Dhaka-1216",,79802128.8,79802128.800,2017-05-07,2017-08-22,2017-10-23,2017-07-02,2017-12-31,18,14,9,yes,yes,no,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Implementation",0
80585,Contract_Awards_PDFs/Tender_80585.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Chief Engineer (Implementation),og0032,CE-01,Dhaka,Works,OTM,Own Fund Own fund,NA,Uttara Apment Project,pr0041,Rajuk/UAP/03,Rajuk/UAP/03,Construction of Internal 30-0 Wide RCC Road including Footpath & Pipe Drain at Block-A of Uttara Apartment Project,Rajuk/UAP/01/03,"Construction of Internal 30'-0"" Wide RCC Road (including Footpath & Pipe Drain) at Block-'A' of Uttara Apartment Project",Uttara Apartment Project,"M.A.H Construction Ltd,RAB-RC(PVT)Ltd and Dawn Corporation JV ( JVCA Partners [Business Share]: M/S. Dawn Corporation [0.000%] , RAB-RC (PVT) LIMITED [0.000%] , M.A.H. CONSTRUCTION LTD. [0.000%] )",co0248,1,"1307/2,East Monipur, kafrul,Dhaka-1216",,83879558.1,83879558.100,2017-05-07,2017-08-22,2017-10-23,2017-07-02,2017-12-31,17,12,11,yes,yes,no,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Implementation",0
80586,Contract_Awards_PDFs/Tender_80586.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Chief Engineer (Implementation),og0032,CE-01,Dhaka,Works,OTM,Own Fund Own fund,NA,Uttara Apment Project,pr0041,Rajuk/UAP/01/04,Rajuk/UAP/04,Construction of Internal 50-0 wide Road Including Footpath & Pipe drain at Block-A of Uttara Apartment Project,Rajuk/UAP/01/04,"Construction of Internal 50'-0""wide Road (Including Footpath & Pipe drain) at Block-'A' of Uttara Apartment Project",Uttara RAJUK,"M.A.H Construction Ltd,RAB-RC(PVT)Ltd and Dawn Corporation JV ( JVCA Partners [Business Share]: M/S. Dawn Corporation [0.000%] , RAB-RC (PVT) LIMITED [0.000%] , M.A.H. CONSTRUCTION LTD. [0.000%] )",co0248,1,"1307/2,East Monipur, kafrul,Dhaka-1216",,71975651.4,71975651.400,2017-05-07,2017-08-22,2017-10-23,2017-07-02,2017-12-31,12,7,5,yes,yes,no,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Implementation",0
807903,Contract_Awards_PDFs/Tender_807903.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Works,OTM,Own Fund Own fund,NA,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/RDC_5,Rajuk/PD_Purbachal/RDC_5,"Construction of Remaining Internal Road and Surface Drain at Sector-16(Part) of Purbachal New Town Project (RDC- 16,Lot-02).",Rajuk/PD_Purbachal/RDC_5,"Construction of Remaining Internal Road and Surface Drain at Sector-16(Part) of Purbachal New Town Project(RDC-16, Lot-02).",Purbachal New Town project,"M/S RAHMAN ENGINEERING - M/S TANNI ENTERPRISE (JV) ( JVCA Partners [Business Share]: M/S Rahman Engineering [51.000%] , M/S. TANNI ENTERPRISE [49.000%] )",co0249,1,"House #27, Road #07, Sector #11. Uttara, Dhaka",,36704663.586,36704663.586,2023-04-16,2023-08-10,2023-09-07,2023-07-02,2023-12-29,9,8,3,yes,yes,yes,MOHAMMAD MANIRUL HAQUE,pp0116,Project Director,0
808097,Contract_Awards_PDFs/Tender_808097.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Cox's Bazar Development Authority,og0020,Cox's Bazar Development Authority,og0020,,Cox's Bazar,Works,OTM,Revenue Government,NA,NA,pr0003,CoxDA/Rev/2022-23/Works/OTM/Sculpture/MOH,CoxDA/Rev/2022-23/Works/OTM/Sculpture/MOH,Construction of Sculpture at Moheskhali Jetty.,CoxDA/Rev/2022-23/Works/OTM/Sculpture /MOH,Construction of Sculpture at Moheskhali Jetty.,Moheskhali CoxsBazar,H.A Enterprise,co0236,1,"Laldigir Par, Main Road, Coxs Bazar, Bangladesh",,9998620.468,9998620.468,2023-03-29,2023-04-17,2023-04-18,2023-04-30,2023-06-25,1,1,1,yes,yes,yes,Md. Khijir Khan,pp0113,Member (Engineer),0
815786,Contract_Awards_PDFs/Tender_815786.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,Management Information System (MIS),og0038,,Chattogram,Goods,OTM,Own Fund Own Fund,NA,NA,pr0003,MIS/Ins:Software/2023/02/01,MIS/Ins:Software/2023/02,Real Time Inspection Monitoring System,MIS/Ins:Software/2023/02/71,Real Time Inspection Monitoring System,"MIS Dept, CDA",Solution World Limited,co0250,1,"152, Shantinagar, Flat # B-6, Rupayan Angel, Dhaka-1217.",,4292000,4292000.000,2023-05-08,2023-06-12,2023-06-18,2023-08-17,2023-09-19,1,1,1,yes,yes,yes,Md. Mostafa Jamal,pp0069,System Analyst,0
824096,Contract_Awards_PDFs/Tender_824096.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,"Construction Division-1, Chattogram Development Authority",og0021,2001,Chattogram,Works,OTM,Own Fund Own Fund,NA,NA,pr0003,Cd1/dewhat/e-24/235,Cd1/01,"Construction of Boundary wall, gate & ancillary works of Sunpack industry adjacent Dewanhat apt.",CD1/dewanhat/2-24/30,"Construction of Boundary wall, gate & ancillary works of Sunpack industry adjacent Dewanhat apt.",Dewanhat,M/s.Suraim Enterprise,co0205,1,"152, Alkoron Road, Sadaghat, Chittagong",,3388017.55,3388017.550,2023-05-03,2023-07-23,2023-08-07,2023-08-08,2023-11-08,2,2,2,yes,yes,yes,Kazi Kader Newaz,pp0006,Executive Engineer,0
826146,Contract_Awards_PDFs/Tender_826146.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara Apartment Project,og0012,,Dhaka,Works,OTM,Own Fund Own Fund,NA,NA,pr0003,RAJUK/UAP/PD/IFT/Hindu's Temple-05/R-04,UAP/CW/WD-05,"Construction of 2(Two) Storied Hindu's Temple with one Basement in Uttara Apartment Project at Block-A, Sector-18, Uttara, Dhaka.",RAJUK/UAP/PD/IFT/Hindu's Temple-05/R-04,"Construction of 2(Two) Storied Hindu's Temple with one Basement in Uttara Apartment Project at Block-A, Sector-18, Uttara, Dhaka.","Uttara Apartment Project ,Sector-18,Uttara,Dhaka",Momotaj Engineers Ltd.,co0003,1,"Kha-202/c, Progatisharani, Middle Badda, Dhaka-1212.",,74638988.254,74638988.254,2023-09-14,2023-11-20,2023-12-18,2023-11-01,2024-04-29,3,2,2,yes,yes,yes,Mohammad Muzaffar Uddin,pp0004,PD (Uttara Appartment),0
827087,Contract_Awards_PDFs/Tender_827087.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Cox's Bazar Development Authority,og0020,Cox's Bazar Development Authority,og0020,,Cox's Bazar,Works,OTM,Revenue Government,NA,NA,pr0003,CoxDA/Rev/22-23/OTM/Works/Other Equipment,CoxDA/Rev/22-23/OTM/Works/Other Equipment,"Supply and Related Service for Installation of CCTV Camera, Access Control Device, UPS, Glass Door and Other Accessories at CoxDA Office. FY 2022-23",CoxDA/Rev/22-23/OTM/Works/Other Equipment,"Supply and Related Service for Installation of CCTV Camera, Access Control Device, UPS, Glass Door and Other Accessories at CoxDA Office. FY 2022-23",Coxs Bazar,M/S S.R Construction,co0251,1,"North Rumaliarchara, Cox's Bazar Sadar, Coxs Bazar",,949250.535,949250.535,2023-05-03,2023-05-29,2023-05-30,2023-06-01,2023-06-14,2,2,2,yes,yes,yes,Md. Khijir Khan,pp0113,Member (Engineer),0
827548,Contract_Awards_PDFs/Tender_827548.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Works,OTM,Own Fund Own fund,NA,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/RDC_1,Rajuk/PD_Purbachal/RDC_1,"Construction of Remaining Internal Road and Surface Drain at Sector-01(Part) of Purbachal New Town Project (RDC- 01,Lot-03).",Rajuk/PD_Purbachal/RDC_1,"Construction of Remaining Internal Road and Surface Drain at Sector-01(Part) of Purbachal New Town Project (RDC- 01,Lot-03).",Purbachal New Town project,HAIDER & CO.,co0013,1,"1/1 KAMALAPUR BAZAR ROAD, DHAKA",,39109436.181,39109436.181,2023-05-15,2023-07-31,2023-08-28,2023-07-02,2023-12-29,7,6,3,yes,yes,yes,MOHAMMAD MANIRUL HAQUE,pp0116,Project Director,0
828053,Contract_Awards_PDFs/Tender_828053.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Electrical),og0011,,Dhaka,Works,OTM,Own Fund Own fund,NA,Construction and repair of different types of Buildings/Roads/Infrastructure under RAJUK Jurisdiction,pr0020,Rajuk/Electrical-2/23/W-01,Rajuk/Electrical-2/23/W-01,"Supply, Fitting & Fixing of Solar System LED Light in Lake Drive Road, Bloc-A,Sector No-16 at Uttara (3rd phase ) Project.",25.39.0000.064.07.006.2023,"Supply, Fitting & Fixing of Solar System LED Light in Lake Drive Road, Bloc-A,Sector No-16 at Uttara (3rd phase ) Project.",Uttara (3rd phase ) Project.,M/S TANIN ENTERPRISE,co0041,1,"150 MOTIJHEEL, NAHAR MANSION 3RD FLOOR, C/A DHAKA.",,7198146,7198146.000,2023-05-29,2023-09-26,2023-10-19,2023-10-19,2024-01-16,10,9,8,yes,yes,yes,Sabbir Bin Taher,pp0005,Sup. Eng. (Elec.),0
832064,Contract_Awards_PDFs/Tender_832064.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Electrical),og0011,,Dhaka,Goods,OTM,Own Fund Own fund,NA,"Computer, Office Accessiories and Parts Purchage.",pr0021,Rajuk/Electrical-1/23/G-04,Rajuk/Electrical-1/23/G-04,"Supply & Installation of Computers, Printers, Scanners and UPS for ( Estate & Land) Division of Rajuk.",25.39.0000.063.07.046.2022,"Supply & Installation of Computers, Printers, Scanners and UPS for ( Estate & Land) Division of Rajuk.",Rajuk Bhaban,Star Tech & Engineering Ltd.,co0252,1,"Kushali Bhaban, 238/1, Begum Rokeya Sharanee, Taltala, Dhaka 1216",,10540782.332,10540782.332,2023-05-29,2023-09-26,2023-10-19,2023-10-19,2024-01-16,5,3,3,yes,yes,yes,Sabbir Bin Taher,pp0005,Sup. Eng. (Elec.),0
834339,Contract_Awards_PDFs/Tender_834339.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Cox's Bazar Development Authority,og0020,CoxDA Master Plan,og0035,,Cox's Bazar,Goods,OTM,Development Government,NA,Master Plan Preparation for Cox's Bazar District,pr0033,CoxDA/Dev/22-23/MP/Com & Accs,CoxDA/Dev/22-23/MP/Com-Accs,"Supply, Installation, Testing & Commissioning of Computer and Accessories under ""Master Plan Preparation for Cox's Bazar District (1st Revised)"" Project of Cox's Bazar Development Authority (CoxDA)",CoxDA/Dev/22-23/MP/Computer & Accessories,"Supply, Installation, Testing & Commissioning of Computer and Accessories under ""Master Plan Preparation for Cox's Bazar District (1st Revised)"" Project of Cox's Bazar Development Authority (CoxDA)","Coxs Bazar Development Authority, Coxs Bazar",Smart Technologies (BD) Ltd.,co0039,1,"Jahir Smart Tower, 205/1 and 205/1/A, West Kafrul, Begum Rokeya Sharani, Dhaka-1206, Bangladesh",,2394588.278,2394588.278,2023-05-21,2023-06-07,2023-06-08,2023-06-08,2023-12-31,2,2,2,yes,yes,yes,Md Tanvir Hasan Rezaul,pp0041,Deputy Town Planner,0
835443,Contract_Awards_PDFs/Tender_835443.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Cox's Bazar Development Authority,og0020,CoxDA Master Plan,og0035,,Cox's Bazar,Goods,OTM,Development Government,NA,Master Plan Preparation for Cox's Bazar District,pr0033,CoxDA/Dev/22-23/MP/Srvy Eqpmnt,CoxDA/Dev/22-23/MP/Srv-Eqp,"Supply, Installation, Testing & Commissioning of Survey Equipment under ""Master Plan Preparation for Cox's Bazar District (1st Revised)"" Project of Cox's Bazar Development Authority (CoxDA)",CoxDA/Dev/22-23/MP/Srvey Eqpment,"Supply, Installation, Testing & Commissioning of Survey Equipment under ""Master Plan Preparation for Cox's Bazar District (1st Revised)"" Project of Cox's Bazar Development Authority (CoxDA)","Coxs Bazar Development Authority, Coxs Bazar",ADVANCE TECHNOLOGY CONSORTIUM LIMITED,co0164,1,"14/A and 31/A, 12-A (12th Floor), Center Point, Concord Tower Tejkunipara, Farmgate",,3995000.016,3995000.016,2023-05-21,2023-06-07,2023-06-08,2023-06-08,2023-12-31,3,2,2,yes,yes,yes,Md Tanvir Hasan Rezaul,pp0041,Deputy Town Planner,0
835607,Contract_Awards_PDFs/Tender_835607.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Cox's Bazar Development Authority,og0020,CoxDA Master Plan,og0035,,Cox's Bazar,Goods,OTM,Development Government,NA,Master Plan Preparation for Cox's Bazar District,pr0033,CoxDA/Dev/22-23/MP/Offc Frntr,CoxDA/Dev/22-23/MP/Off-Frntr,"Supply, Installation, Testing & Commissioning of Office Furniture under ""Master Plan Preparation for Cox's Bazar District (1st Revised)"" Project of Cox's Bazar Development Authority (CoxDA)",CoxDA/Dev/22-23/MP/Offce Frntre,"Supply, Installation, Testing & Commissioning of Office Furniture under ""Master Plan Preparation for Cox's Bazar District (1st Revised)"" Project of Cox's Bazar Development Authority (CoxDA)","Coxs Bazar Development Authority, Coxs Bazar",Hatil Complex Ltd,co0136,1,"Hatil Complex Ltd. 8 Shewrapara, Rokeya Sharani, Mirpur, Dhaka-1216",,3889900.292,3889900.292,2023-05-21,2023-06-07,2023-06-08,2023-06-11,2023-12-31,1,1,1,yes,yes,yes,Md Tanvir Hasan Rezaul,pp0041,Deputy Town Planner,0
835662,Contract_Awards_PDFs/Tender_835662.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Cox's Bazar Development Authority,og0020,CoxDA Master Plan,og0035,,Cox's Bazar,Goods,OTM,Development Government,NA,Master Plan Preparation for Cox's Bazar District,pr0033,CoxDA/Dev/22-23/MP/Camera & Accs,CoxDA/Dev/22-23/MP/Cam-Accs,"Supply, Installation, Testing & Commissioning of Camera and Accessories under ""Master Plan Preparation for Cox's Bazar District (1st Revised)"" Project of Cox's Bazar Development Authority (CoxDA)",CoxDA/Dev/22-23/MP/Camera & Accs,"Supply, Installation, Testing & Commissioning of Camera and Accessories under ""Master Plan Preparation for Cox's Bazar District (1st Revised)"" Project of Cox's Bazar Development Authority (CoxDA)","Coxs Bazar Development Authority, Coxs Bazar",Global Office Automation Ltd.,co0253,1,"160, Lake Circus, Kalabagan, Dhaka.",,568279.892,568279.892,2023-05-21,2023-06-07,2023-06-08,2023-06-08,2023-06-15,3,3,2,yes,yes,yes,Md Tanvir Hasan Rezaul,pp0041,Deputy Town Planner,0
835847,Contract_Awards_PDFs/Tender_835847.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Cox's Bazar Development Authority,og0020,CoxDA Master Plan,og0035,,Cox's Bazar,Goods,OTM,Development Government,NA,Master Plan Preparation for Cox's Bazar District,pr0033,CoxDA/Dev/22-23/MP/Stationery,CoxDA/Dev/22-23/MP/Stationery,"Supply, Installation, Testing & Commissioning of Office Stationery under ""Master Plan Preparation for Cox's Bazar District (1st Revised)"" Project of Cox's Bazar Development Authority (CoxDA)",CoxDA/Dev/22-23/MP/Stationery,"Supply, Installation, Testing & Commissioning of Office Stationery under ""Master Plan Preparation for Cox's Bazar District (1st Revised)"" Project of Cox's Bazar Development Authority (CoxDA)","Coxs Bazar Development Authority, Coxs Bazar",M/S S.R Construction,co0251,1,"North Rumaliarchara, Cox's Bazar Sadar, Coxs Bazar",,711206.814,711206.814,2023-05-21,2023-06-07,2023-06-08,2023-06-08,2023-06-15,1,1,1,yes,yes,yes,Md Tanvir Hasan Rezaul,pp0041,Deputy Town Planner,0
836225,Contract_Awards_PDFs/Tender_836225.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajshahi Development Authority,og0004,Office of the Chairman,og0030,,Rajshahi,Works,OTM,Own Fund Own Fund,NA,NA,pr0003,25..40.0000.002.14.606.23.118,RDA/WF/W/2022-23/02,Construction works of RCC drain with another works at south side (behind) of Shahid Kamaruzzaman Bus-Terminal.,02/RDA/2022-23,Construction works of RCC drain with another works at south side (behind) of Shahid Kamaruzzaman Bus-Terminal.,Seroil Bus - Terminai,ETASA ENTERPRISE,co0254,1,"CAPTAIN MOHIUDDIN ZAHANGIR SWARANI Seroil, Post- Ghoramara, Police Station- Boalia, Dist- Rajshahi.",,1450736.1,1450736.100,2023-05-28,2023-06-26,2023-06-26,2023-06-26,2023-09-25,1,1,1,yes,yes,yes,Md. Ziaul Haque,pp0117,Chaiman,0
