level,printed,normalized,tenders,first_source_file,first_page,coordinates
winner address,"Cosmic Tower, 106/KA, Naya Paltan,Suit-4/C, Box Culvert Road, Dhaka-1000","Cosmic Tower, 106/KA, Naya Paltan,Suit-4/C, Box Culvert Road, Dhaka-1000",1,Contract_Awards_PDFs/Tender_962658.pdf,1,not documented in the supplied documents
work location,Office of the Project Director of Uttara Apartment Project RAJUK Motijheel Dhaka,Office of the Project Director of Uttara Apartment Project RAJUK Motijheel Dhaka,1,Contract_Awards_PDFs/Tender_962659.pdf,1,not documented in the supplied documents
winner address,"Ka-53, Khapara, Khilkhet, Dhaka-1229","Ka-53, Khapara, Khilkhet, Dhaka-1229",1,Contract_Awards_PDFs/Tender_962659.pdf,1,not documented in the supplied documents
winner address,"Room No.-05,Nurjahan Sharif Plaza,(4th floor) 34,Purana Paltan,Dhaka-1000","Room No.-05,Nurjahan Sharif Plaza,(4th floor) 34,Purana Paltan,Dhaka-1000",1,Contract_Awards_PDFs/Tender_966347.pdf,1,not documented in the supplied documents
work location,Rajuk Main Building.,Rajuk Main Building.,1,Contract_Awards_PDFs/Tender_969450.pdf,1,not documented in the supplied documents
winner address,"69-71, Mirpur Road, Shop no:749-750, Multiplan Center, Dhaka-1205","69-71, Mirpur Road, Shop no:749-750, Multiplan Center, Dhaka-1205",2,Contract_Awards_PDFs/Tender_969481.pdf,1,not documented in the supplied documents
work location,Rajuk Quarter,Rajuk Quarter,1,Contract_Awards_PDFs/Tender_969822.pdf,1,not documented in the supplied documents
winner address,"52, Katalgonj, Panchlaish, Chittagong.","52, Katalgonj, Panchlaish, Chittagong.",1,Contract_Awards_PDFs/Tender_971720.pdf,1,not documented in the supplied documents
winner address,"New Circuit House Road, Coxs Bazar Sadar, Coxs Bazar","New Circuit House Road, Coxs Bazar Sadar, Coxs Bazar",1,Contract_Awards_PDFs/Tender_971832.pdf,1,not documented in the supplied documents
winner address,"House-21, Road-6, Block-B, Bonosree, Rampura, Dhaka","House-21, Road-6, Block-B, Bonosree, Rampura, Dhaka",1,Contract_Awards_PDFs/Tender_971997.pdf,1,not documented in the supplied documents
work location,"CoXDA, Coxs Bazar","CoXDA, Coxs Bazar",2,Contract_Awards_PDFs/Tender_975403.pdf,1,not documented in the supplied documents
winner address,"House No. 8/19, Flat No. 6/B, Block-A Sir Syed Road, Mohammadpur, Dhaka-1207","House No. 8/19, Flat No. 6/B, Block-A Sir Syed Road, Mohammadpur, Dhaka-1207",2,Contract_Awards_PDFs/Tender_975516.pdf,1,not documented in the supplied documents
work location,9 Upazilas of Coxs Bazar District,9 Upazilas of Coxs Bazar District,1,Contract_Awards_PDFs/Tender_976770.pdf,1,not documented in the supplied documents
work location,Rajuk Zonal Office-6,Rajuk Zonal Office-6,3,Contract_Awards_PDFs/Tender_980083.pdf,1,not documented in the supplied documents
work location,Hatirjheel Project,Hatirjheel Project,1,Contract_Awards_PDFs/Tender_98617.pdf,1,not documented in the supplied documents
winner address,"House No- 150,Lake Circus Abed Dhali Road,kalabagan, Dhanmondi, Dhaka","House No- 150,Lake Circus Abed Dhali Road,kalabagan, Dhanmondi, Dhaka",1,Contract_Awards_PDFs/Tender_98617.pdf,1,not documented in the supplied documents
work location,Court,Court,1,Contract_Awards_PDFs/Tender_98996.pdf,1,not documented in the supplied documents
winner address,"4. K.B. Ismail road, Mymensingh.","4. K.B. Ismail road, Mymensingh.",1,Contract_Awards_PDFs/Tender_98996.pdf,1,not documented in the supplied documents
work location,"Bastuhara Road to Old Satkhira Road, Khulna","Bastuhara Road to Old Satkhira Road, Khulna",1,Contract_Awards_PDFs/Tender_991635.pdf,1,not documented in the supplied documents
work location,Dewanhat Junction,Dewanhat Junction,1,Contract_Awards_PDFs/Tender_99692.pdf,1,not documented in the supplied documents
