tender_id,source_file,page,table_generation,lot_no,identification,location,security_amount_taka,security_amount_original,start_date,completion_date
1251756,Tender Notice_PDFs/GDA_Tender_1251756.pdf,3,lots_phased,gda- dev- 2025- 2026- 2-1,"Hiring transportation for inspection through outsourcing under the project titled ""Road Construction Survey",gazipur,,,2026-05-14,2027-06-30
1251756,Tender Notice_PDFs/GDA_Tender_1251756.pdf,3,lots_phased,gda- dev- 2025- 2026- 2-1,"Hiring transportation for inspection through outsourcing under the project titled ""Road Construction Survey",gazipur,,,,2027-06-30
1253316,Tender Notice_PDFs/GDA_Tender_1253316.pdf,2,lots_phased,gda-dev-2025- 2026-1-3,Supply of vehicles under the project titled Planned Housing (3 plots of more than 200 acres and 8 plots of 20 acres) in Gazipur district.,gazipur,,,2026-05-14,2027-06-30
1253316,Tender Notice_PDFs/GDA_Tender_1253316.pdf,2,lots_phased,gda- dev- 2025- 2026-1- 3,Supply of vehicles under the project titled Planned Housing (3 plots of more than 200 acres and 8 plots of 20 acres) in Gazipur district.,gazipur,,,2026-05-14,2027-06-30
1253316,Tender Notice_PDFs/GDA_Tender_1253316.pdf,2,lots_phased,gda- dev- 2025- 2026-1- 3,Supply of vehicles under the project titled Planned Housing (3 plots of more than 200 acres and 8 plots of 20 acres) in Gazipur district.,gazipur,,,,2027-06-30
1253318,Tender Notice_PDFs/GDA_Tender_1253318.pdf,2,lots_phased,gda-dev- 2025-2026-1- 1,"Supply of manpower through outsourcing for computing services and survey services under the project titled ""Planned Housing (3 of more than 200 acres and 8 of 20 acres) in Gazipur district.""",gazipur development authority,,,2026-05-14,2027-06-30
1253320,Tender Notice_PDFs/GDA_Tender_1253320.pdf,1,lots_legacy,1,Supply of a laptop and a CAD plotter under the project titled Planned Housing (3 plots of more than 200 acres and 8 plots of 20 acres) in Gazipur district.,"gazipur chawrasta, gazipur",12000,12000,2026-05-14,2026-05-21
1253425,Tender Notice_PDFs/GDA_Tender_1253425.pdf,2,lots_phased,gda-dev-2025- 2026-3-1,"Supply of manpower through outsourcing for computing services and survey services under the project titled ""Low-income housing survey",gazipur development authority,,,2026-05-14,2027-06-30
1253427,Tender Notice_PDFs/GDA_Tender_1253427.pdf,1,lots_legacy,1,"Supply of laptops and printers under the project titled Low-income Housing Survey, Survey, Random Selection Research, Feasibility Study in Gazipur District.","GDA, chawrasta, gazipur",8000,8000,2026-05-14,2026-12-31
1253428,Tender Notice_PDFs/GDA_Tender_1253428.pdf,2,lots_phased,gda-dev-2025-2026-3-3,Supply of vehicles under the project titled Survey,gazipur,,,2026-05-14,2026-12-31
1253428,Tender Notice_PDFs/GDA_Tender_1253428.pdf,3,lots_phased,gda- dev- 2025- 2026-3- 3,Supply of vehicles under the project titled Survey,gazipur,,,2026-05-14,2026-12-31
1253428,Tender Notice_PDFs/GDA_Tender_1253428.pdf,3,lots_phased,gda- dev- 2025- 2026-3- 3,Supply of vehicles under the project titled Survey,gazipur,,,,2026-12-31
1257073,Tender Notice_PDFs/GDA_Tender_1257073.pdf,1,lots_legacy,1,Purchase of furniture for newly appointed officers and employees of Gazipur Development Authority.,"GDA, chawrasta, gazipur",7500,7500,2026-05-10,2026-05-24
1257174,Tender Notice_PDFs/GDA_Tender_1257174.pdf,1,lots_phased,gda-dev-2025- 2026-2-5,Consultancy services for feasibility study report and draft development project proposal (DPP) preparation,gazipur development authority,,,2026-06-02,2027-05-30
1257398,Tender Notice_PDFs/GDA_Tender_1257398.pdf,1,lots_phased,gda-dev-2025-2026-1-4,geo-physical survey,Area of Gazipur city corporation,,,2026-06-02,2027-04-29
1257398,Tender Notice_PDFs/GDA_Tender_1257398.pdf,2,lots_phased,gda- dev- 2025- 2026- 1-4,geo-physical survey,Area of Gazipur city corporation,,,2026-06-02,2027-04-29
1257398,Tender Notice_PDFs/GDA_Tender_1257398.pdf,2,lots_phased,gda- dev- 2025- 2026-1- 4,geo-physical survey,Area of Gazipur city corporation,,,,2027-04-29
1257431,Tender Notice_PDFs/GDA_Tender_1257431.pdf,1,lots_phased,gda-dev-2025- 2026-3-4,"Recruitment of consulting service providers under the study project titled ""Feasibility of research through surveys",Area of Gazipur city corporation,,,2026-06-02,2027-04-29
1257431,Tender Notice_PDFs/GDA_Tender_1257431.pdf,2,lots_phased,gda- dev- 2025- 2026- 3-4,"Recruitment of consulting service providers under the study project titled ""Feasibility of research through surveys",Area of Gazipur city corporation,,,2026-06-02,2027-04-29
1257431,Tender Notice_PDFs/GDA_Tender_1257431.pdf,2,lots_phased,gda- dev- 2025- 2026- 3-4,"Recruitment of consulting service providers under the study project titled ""Feasibility of research through surveys",Area of Gazipur city corporation,,,,2027-04-29
1257431,Tender Notice_PDFs/GDA_Tender_1257431.pdf,2,lots_phased,gda- dev- 2025- 2026- 3-4,"Recruitment of consulting service providers under the study project titled ""Feasibility of research through surveys",Area of Gazipur city corporation,,,2026-06-02,2027-04-29
1257431,Tender Notice_PDFs/GDA_Tender_1257431.pdf,2,lots_phased,gda- dev- 2025- 2026- 3-4,"Recruitment of consulting service providers under the study project titled ""Feasibility of research through surveys",Area of Gazipur city corporation,,,,2027-04-29
1261854,Tender Notice_PDFs/GDA_Tender_1261854.pdf,2,lots_phased,gda-dev- 2025-2026- 2-3,Supply of manpower through outsourcing for computing services and survey services under the project titled Road Construction Survey mentioned in DAP in the areas under the jurisdiction of Gazipur Development Authority.,gazipur development authority,,,2026-05-14,2027-06-30
1261983,Tender Notice_PDFs/GDA_Tender_1261983.pdf,2,lots_phased,gda-dev- 2025-2026-1- 1,"Supply of manpower through outsourcing for computing services and survey services under the project titled ""Planned Housing (3 of more than 200 acres and 8 of 20 acres) in Gazipur District"".",gazipur development authority,,,2026-05-14,2027-06-30
1262256,Tender Notice_PDFs/GDA_Tender_1262256.pdf,2,lots_phased,gda-dev-2025- 2026-3-1,"Supply of manpower through outsourcing for computing services and survey services under the project titled ""Low-income housing survey",gazipur development authority,,,2026-05-25,2026-12-31
1288890,Tender Notice_PDFs/GDA_Tender_1288890.pdf,1,lots_legacy,1,"Supply and installation of electrical equipment and fittings for the newly rented GDA office, including testing and commissioning to ensure safe and reliable operation.",GDA,45000,45000,2026-07-20,2026-08-20
1306351,Tender Notice_PDFs/GDA_Tender_1306351.pdf,1,lots_legacy,1,"Interior work of the chairman's room, conference room and corridor on the fifth floor of the new building rented by the Gazipur Development Authority",gda,25000,25000,2026-10-01,2026-10-15
1306354,Tender Notice_PDFs/GDA_Tender_1306354.pdf,1,lots_legacy,1,Purchase of computers and related equipment for newly appointed officers of Gazipur Development Authority,gda,25000,25000,2026-10-01,2026-10-15
1007160,Tender Notice_PDFs/KDA_Tender_1007160.pdf,1,lots_legacy,Single,Upward Extension of KDA Multipurpose Building,Khulna,4700000,4700000,2024-10-01,2025-06-30
1009276,Tender Notice_PDFs/KDA_Tender_1009276.pdf,1,lots_legacy,Single,"Supply of Computer, Projector, Printer, UPS and other accessories at KDA",KDA Office Building,17000,17000,2024-09-15,2024-10-02
1010247,Tender Notice_PDFs/KDA_Tender_1010247.pdf,1,lots_legacy,Single,Supply of file racks for different section of KDA.,KDA Office Bhavan,31000,31000,2024-09-15,2024-10-14
1013009,Tender Notice_PDFs/KDA_Tender_1013009.pdf,1,lots_legacy,Single,"Supply, fitting and fixing of work station at different section of KDA",KDA Office Building,34000,34000,2024-10-01,2024-12-30
1020481,Tender Notice_PDFs/KDA_Tender_1020481.pdf,1,lots_legacy,Single,Upward Extension of KDA Multipurpose Building,Khulna,4700000,4700000,2024-11-14,2025-06-30
1037582,Tender Notice_PDFs/KDA_Tender_1037582.pdf,2,lots_legacy,Single,Installation of Toll station machine and electrification works at KDA Bus Terminal,Khulna Sonadanga Bus Terminal,130000,130000,2024-12-10,2024-12-25
1072723,Tender Notice_PDFs/KDA_Tender_1072723.pdf,1,lots_legacy,single,"Supply of Laptop, Desktop Computer, Projector, Printer, Scanner and other accessories at KDA",KDA Office Bhavan,58000,58000,2025-06-04,2025-06-29
1076521,Tender Notice_PDFs/KDA_Tender_1076521.pdf,1,lots_legacy,Single,Supplying of a brand new latest model sedan car maximum 1600cc at KDA.,KDA Office Building,115000,115000,2025-04-01,2025-04-30
1132951,Tender Notice_PDFs/KDA_Tender_1132951.pdf,1,lots_legacy,Single,Purchase of plotter machine,KDA Office Building,23000,23000,2025-08-20,2025-09-04
1142890,Tender Notice_PDFs/KDA_Tender_1142890.pdf,1,lots_legacy,Single,Widening and Improvement of Khulna Shipyard Road (Remaining work),Khulna,20990000,20990000,2025-10-01,2025-12-31
1146762,Tender Notice_PDFs/KDA_Tender_1146762.pdf,1,lots_legacy,Single,Construction of Bipone Bitan besides KDA New Market (Remaining Works),Khulna,16700000,16700000,2025-10-30,2025-12-30
1173472,Tender Notice_PDFs/KDA_Tender_1173472.pdf,1,lots_legacy,Single,Purchase of plotter machine,KDA Office Building,23000,23000,2026-01-15,2026-01-29
1229751,Tender Notice_PDFs/KDA_Tender_1229751.pdf,1,lots_legacy,Single,Construction of Bipone Bitan besides KDA New Market (Remaining Works),Khulna,16700000,16700000,2026-04-30,2026-12-30
124055,Tender Notice_PDFs/KDA_Tender_124055.pdf,1,lots_legacy,1,"Civil Works, Sanitary & Water Supply, Electrical Works",KDA,1500000,1500000,2017-12-03,2018-05-31
1265434,Tender Notice_PDFs/KDA_Tender_1265434.pdf,1,lots_legacy,Single,Widening and Improvement of Khulna Shipyard Road (Remaning work),Khulna,35000000,35000000,2026-08-17,2027-06-13
149365,Tender Notice_PDFs/KDA_Tender_149365.pdf,1,lots_legacy,Single,"Land Development Of Ahanabad Residential Area under KDA, Khulna during the year 2017- 2018.",Land Development Of Ahanabad Residential Area,6500000,6500000,2018-03-14,2018-09-10
179865,Tender Notice_PDFs/KDA_Tender_179865.pdf,1,lots_legacy,1,Procurement of Employee Information System Software Development at KDA,KDA,38500,38500,2018-05-03,2018-06-14
179866,Tender Notice_PDFs/KDA_Tender_179866.pdf,1,lots_legacy,1,Power Edge Rack Server,KDA,49500,49500,2018-05-03,2018-06-14
262818,Tender Notice_PDFs/KDA_Tender_262818.pdf,1,lots_legacy,1,Installation & Supply Accessories for Server Room at KDA,"Khulna Development Authority, KDA",30000,30000,2019-02-03,2019-02-28
276885,Tender Notice_PDFs/KDA_Tender_276885.pdf,1,lots_legacy,1,"Supply of CPU,UPS,Printer,Scanner,Speaker and other computer accessories","Khulna Development Authority, KDA",30000,30000,2019-03-03,2019-03-31
277364,Tender Notice_PDFs/KDA_Tender_277364.pdf,1,lots_legacy,Single,"Plantation, Park Facility & Play ground development at Ahsanabad Residential Area.",Ahsanabad Residential Area.,180000,180000,2019-04-08,2019-10-06
277365,Tender Notice_PDFs/KDA_Tender_277365.pdf,1,lots_legacy,Single,Construction of Internal Road at Ahsanabad residential area.,Ahsanabad residential area.,5800000,5800000,2019-04-08,2020-04-07
277366,Tender Notice_PDFs/KDA_Tender_277366.pdf,1,lots_legacy,Single,Construction of Drain at Ahsanabad residential area.,Ahsanabad residential area.,3650000,3650000,2019-04-08,2020-04-07
277367,Tender Notice_PDFs/KDA_Tender_277367.pdf,1,lots_legacy,Single,"Construction of Bridge, Culvert & Other works at Ahsanabad residential area.",100m,3525000,3525000,2019-04-08,2020-02-02
277368,Tender Notice_PDFs/KDA_Tender_277368.pdf,1,lots_legacy,Single,Water Supply works at Ahsanabad residential area.,Ahsanabad Residential Area.,1300000,1300000,2019-04-08,2019-10-06
277369,Tender Notice_PDFs/KDA_Tender_277369.pdf,1,lots_legacy,S,Supplying and Installation of Electrification works at Ahsanabad residential area.,Ahsanabad Residential Area.,1200000,1200000,2019-04-08,2019-10-06
292378,Tender Notice_PDFs/KDA_Tender_292378.pdf,1,lots_legacy,Single,Construction of Drain at Ahsanabad residential area.,Ahsanabad residential area.,3650000,3650000,2019-05-05,2020-05-04
292379,Tender Notice_PDFs/KDA_Tender_292379.pdf,1,lots_legacy,Single,"Construction of Bridge, Culvert & Other works at Ahsanabad residential area.",Ahsanabad residential area.,3525000,3525000,2019-05-05,2020-05-04
302667,Tender Notice_PDFs/KDA_Tender_302667.pdf,1,lots_legacy,Single,Supplying of Total Station & others Accessories at KDA Office.,at KDA Office.,30000,30000,2019-05-21,2019-05-30
317182,Tender Notice_PDFs/KDA_Tender_317182.pdf,1,lots_legacy,Single,Construction of 3 (Three) Link Roads Connecting Satkhira Road and City Bypass Road.,KDA,350000,350000,2019-07-22,2020-01-19
317767,Tender Notice_PDFs/KDA_Tender_317767.pdf,1,lots_legacy,Single,Purchase of 1(one) no Double Cabin Pick-up with Carry-boy (Disel Engine) including Registation and MV Tax for Construction of 3(Three)Link Roads Connecting Satkhira Road and City By-Pass Road project.,KDA Khulna,130000,130000,2019-06-11,2019-06-23
317768,Tender Notice_PDFs/KDA_Tender_317768.pdf,1,lots_legacy,Single,Purchase of Brand new latest & current model 4(Four) Nos 125 CC Motor Cycle including Registation and Tax for Construction of 3(Three)Link Roads Connecting Satkhira Road and City By-Pass Road project.,KDA Khulna,20000,20000,2019-06-11,2019-06-23
326787,Tender Notice_PDFs/KDA_Tender_326787.pdf,1,lots_legacy,Single,Construction of Drain at Ahsanabad residential area.,Ahsanabad residential area.,3650000,3650000,2019-07-31,2020-07-30
326788,Tender Notice_PDFs/KDA_Tender_326788.pdf,1,lots_legacy,Single,"Construction of Bridge, Culvert & Other works at Ahsanabad residential area.",Ahsanabad residential area.,3525000,3525000,2019-07-31,2020-07-30
366041,Tender Notice_PDFs/KDA_Tender_366041.pdf,1,lots_legacy,Single,Construction of Bridge & Culvert at Ahsanabad residential area.,"Ahsanabad residential area,khulna",5160000,5160000,2019-11-11,2020-06-30
366087,Tender Notice_PDFs/KDA_Tender_366087.pdf,1,lots_legacy,Single,Construction of Drain at Ahsanabad residential area.,"Ahsanabad residential area, khulna",4175000,4175000,2019-11-11,2020-06-30
448675,Tender Notice_PDFs/KDA_Tender_448675.pdf,1,lots_legacy,01,"Supply of Computer, Laptop and Computer Accessories","Khulna Development Authority, KDA",28000,28000,2020-06-15,2020-06-25
459665,Tender Notice_PDFs/KDA_Tender_459665.pdf,1,lots_legacy,Single,Supplying & Installation of 10 person capacity Passenger Lift for kda Rest house,kda rest house,100000,100000,2020-06-21,2020-08-06
502973,Tender Notice_PDFs/KDA_Tender_502973.pdf,1,lots_legacy,Single,Widening and Improvement of Khulna Shipyard Road.,"Rupsha Stand to Rupsha Bridge, Khulna City.",40000000,40000000,2021-01-19,2022-06-13
524780,Tender Notice_PDFs/KDA_Tender_524780.pdf,1,lots_legacy,1,"Supply of Laptop, Desktop Computer, Printer at KDA","KDA, KHULNA",30000,30000,2021-01-25,2021-02-25
561734,Tender Notice_PDFs/KDA_Tender_561734.pdf,1,lots_legacy,1,Supply of Plotter machine at KDA,"KDA, Khulna",13000,13000,2021-05-25,2021-06-10
581310,Tender Notice_PDFs/KDA_Tender_581310.pdf,1,lots_legacy,Single,Widening and Improvement of Khulna Shipyard Road.,100m,40000000,40000000,2021-08-22,2022-06-23
688763,Tender Notice_PDFs/KDA_Tender_688763.pdf,1,lots_legacy,single,"Supply of Band new & Latest Model up to 2000 cc ,5 door, 7 seater, Air Condition, Jeep Petrol Engine at KDA.",KDA,170000,170000,2022-05-25,2022-06-26
688794,Tender Notice_PDFs/KDA_Tender_688794.pdf,1,lots_legacy,single,"Supply of brand new & Latest Model Double Cabin upto 2500 cc, 5 seater, 4 WD,RHD Pickup Diesel Engine.",KDA,145000,145000,2022-05-25,2022-06-26
695670,Tender Notice_PDFs/KDA_Tender_695670.pdf,1,lots_legacy,Single,Supplying of ArcGIS Software.,Office of the Planning Section at KDA Office.,65000,65000,2022-06-21,2022-07-06
699961,Tender Notice_PDFs/KDA_Tender_699961.pdf,1,lots_legacy,Single,"Supply of Laptop, Desktop Computer, Printer, Scanner & Other accessories at KDA","Khulna Development Authority, KDA",60000,60000,2022-06-09,2022-06-16
728690,Tender Notice_PDFs/KDA_Tender_728690.pdf,1,lots_legacy,1,Retrofitting work of KDA office building (Part-A),KDA office building,45000,45000,2022-10-10,2023-04-09
728691,Tender Notice_PDFs/KDA_Tender_728691.pdf,1,lots_legacy,1,Retrofitting work of KDA office building (Part-B),KDA office building,40000,40000,2022-10-10,2023-04-09
728692,Tender Notice_PDFs/KDA_Tender_728692.pdf,1,lots_legacy,1,Retrofitting work of KDA office building (Part-C),KDA office building,40000,40000,2022-10-10,2023-04-09
783087,Tender Notice_PDFs/KDA_Tender_783087.pdf,1,lots_legacy,Single,Construction of Bipone Bitan besides KDA New Market,Khulna,25000000,25000000,2023-04-25,2024-09-30
867256,Tender Notice_PDFs/KDA_Tender_867256.pdf,1,lots_legacy,Single,Development work of KDA Inter District Bus Terminal.,Khulna Sonadanga Bus Terminal,3000000,3000000,2023-10-25,2024-10-24
868640,Tender Notice_PDFs/KDA_Tender_868640.pdf,1,lots_legacy,Single,Construction of Overpass Bridge at Nirala to City Bypass Link Road,Khulna,20000000,20000000,2023-12-28,2025-09-30
925871,Tender Notice_PDFs/KDA_Tender_925871.pdf,1,lots_legacy,Single,"As-build drawing of KDA's Various installations, Residential plots, Commercial plots, buildings and roads through digital topographic survey by total station Machine.",Khulna,14000,14000,2024-02-01,2024-07-31
925890,Tender Notice_PDFs/KDA_Tender_925890.pdf,1,lots_legacy,Single,"As-build drawing of KDA's Various installations, Residential plots, Commercial plots, industrial plots, buildings and roads through digital topographic survey by total station Machine (Package-5).",Khulna,185000,185000,2024-02-01,2024-07-31
926061,Tender Notice_PDFs/KDA_Tender_926061.pdf,1,lots_legacy,Single,"As-build drawing of KDA's Various installations, Residential plots, Commercial plots, buildings and roads through digital topographic survey by total station Machine (Package-2).",Khulna,25000,25000,2024-02-01,2024-07-31
926062,Tender Notice_PDFs/KDA_Tender_926062.pdf,1,lots_legacy,Single,"As-build drawing of KDA's Various installations, Residential plots, Commercial plots, buildings and roads through digital topographic survey by total station Machine (Package-3).",Khulna,55000,55000,2024-02-01,2024-07-31
926063,Tender Notice_PDFs/KDA_Tender_926063.pdf,1,lots_legacy,Single,"As-build drawing of KDA's Various installations, Residential plots, Commercial plots, buildings and roads through digital topographic survey by total station Machine (Package-4).",Khulna,50000,50000,2024-02-01,2024-07-31
