tender_id,notice_file,notice_pages,ministry,ministry_id,agency,agency_id,procuring_entity,procuring_entity_id,procuring_entity_code,district,district_original,city,thana,country,phone,procurement_nature,procurement_type,event_type,invitation_for,invitation_ref,status,status_original,app_id,method,budget_type,source_of_funds,development_partner,project_code,project,project_id,package_no,package_description,category,evaluation_type,document_price_taka,document_price_original,payment_mode,published_date,last_selling_date,premeeting_start,premeeting_end,closing_date,opening_date,security_last_date,security_valid_until,tender_valid_until,inviting_officer,inviting_officer_id,inviting_officer_designation,lots,eligibility_source_field,eligibility_page,eligibility_chars,eligibility_clauses,eligibility_numbering,eligibility_published,eligibility_substantive,eligibility_categories,amended,amendment_no,amendment_no_printed,amendment_changed_fields,eligibility_amended
608964,Tender Notice_PDFs/RAJUK_Tender_608964.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9559386,Goods,NCT,TENDER,Tender - Single Lot,RAJUK/PD_9apt/Solar_Bldg-7,Contract Awarded,Contract Awarded,178132,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,RAJUK/PD_9apt/Solar_Bldg-7,"Supply, Installation, Testing & Commissioning of 10 KWP Solar System for 9 Storied Apartment Building at Mohammadpur R/A,","Electrical machinery, apparatus, equipment and consumables; Electric motors, generators and transformers; Electricity distribution and control apparatus; Insulated wire and cable; Accumulators, primary cells and primary batteries; Lighting equipment and electric lamps; Electrical equipment and apparatus; Electronic, electromechanical and electrotechnical supplies;Electric motors;Generators;Alternators;Cooling towers;Ballasts for discharge lamps or tubes;Parts of electric motors, generators and transformers;Transformers;Electrical apparatus for switching or protecting electrical circuits;Electrical circuit components;Parts of electricity distribution or control apparatus;Mains;Power distribution cables;Coaxial cable;Insulated cable accessories;Electric conductors for data and control purposes;Primary cells;Primary batteries;Electric accumulators;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment;Electrical equipment for engines and vehicles;Sound or visual signalling apparatus;Magnets;Machines and apparatus with individual functions;Insulating fittings;Carbon electrodes;Electrical parts of machinery or apparatus;Electrical supplies and accessories;Electronic equipment;Electromechanical equipment;Electrotechnical equipment",Lot wise,1000,1000,Payment through Bank,2021-09-15,2021-10-06,2021-09-16,2021-09-22,2021-10-07,2021-10-07,2021-10-07,2022-03-04,2022-02-04,Rahat Muslemin,pp0003,PD (9apt),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
609656,Tender Notice_PDFs/RAJUK_Tender_609656.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9559386,Goods,NCT,TENDER,Tender - Single Lot,RAJUK/PD_9apt/Solar._Bldg-2,Contract Awarded,Contract Awarded,178132,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,RAJUK/PD_9apt/Solar._Bldg-2,"Supply, Installation, Testing & Commissioning of 12 KWP Solar System for 10 Storied Apartment Building at Gulshan R/A, Road","Electrical machinery, apparatus, equipment and consumables; Electric motors, generators and transformers; Electricity distribution and control apparatus; Insulated wire and cable; Accumulators, primary cells and primary batteries; Lighting equipment and electric lamps; Electrical equipment and apparatus; Electronic, electromechanical and electrotechnical supplies;Electric motors;Generators;Alternators;Cooling towers;Ballasts for discharge lamps or tubes;Parts of electric motors, generators and transformers;Transformers;Electrical apparatus for switching or protecting electrical circuits;Electrical circuit components;Parts of electricity distribution or control apparatus;Mains;Power distribution cables;Coaxial cable;Insulated cable accessories;Electric conductors for data and control purposes;Primary cells;Primary batteries;Electric accumulators;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment;Electrical equipment for engines and vehicles;Sound or visual signalling apparatus;Magnets;Machines and apparatus with individual functions;Insulating fittings;Carbon electrodes;Electrical parts of machinery or apparatus;Electrical supplies and accessories;Electronic equipment;Electromechanical equipment;Electrotechnical equipment",Lot wise,1000,1000,Payment through Bank,2021-09-15,2021-10-06,2021-09-16,2021-09-22,2021-10-07,2021-10-07,2021-10-07,2022-03-04,2022-02-04,Rahat Muslemin,pp0003,PD (9apt),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
614373,Tender Notice_PDFs/RAJUK_Tender_614373.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9559386,Goods,NCT,TENDER,Tender - Single Lot,RAJUK/PD_9apt/Lift_Bldg-6,Contract Awarded,Contract Awarded,178132,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,RAJUK/PD_9apt/Lift_Bldg-6,"Supply, Installation, Testing, Commissioning of 01 (One) Number 800 kg (10 Passengers) Lift for Eight Storied Apartment Building","Electrical machinery, apparatus, equipment and consumables;Electric motors, generators and transformers;Electric motors;Generators;Alternators;Cooling towers;Ballasts for discharge lamps or tubes;Parts of electric motors, generators and transformers;Transformers;Electricity distribution and control apparatus;Electrical apparatus for switching or protecting electrical circuits;Electrical circuit components;Parts of electricity distribution or control apparatus;Insulated wire and cable;Mains;Power distribution cables;Coaxial cable;Insulated cable accessories;Electric conductors for data and control purposes;Accumulators, primary cells and primary batteries;Primary cells;Primary batteries;Electric accumulators;Lighting equipment and electric lamps;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment;Electrical equipment and apparatus;Electrical equipment for engines and vehicles;Sound or visual signalling apparatus;Magnets;Machines and apparatus with individual functions;Insulating fittings;Carbon electrodes;Electrical parts of machinery or apparatus;Electrical supplies and accessories;Electronic, electromechanical and electrotechnical supplies;Electronic equipment;Electromechanical equipment;Electrotechnical equipment",Lot wise,1000,1000,Payment through Bank,2021-10-04,2021-10-24,2021-10-05,2021-10-11,2021-10-25,2021-10-25,2021-10-24,2022-03-22,2022-02-22,Rahat Muslemin,pp0003,PD (9apt),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
614620,Tender Notice_PDFs/RAJUK_Tender_614620.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9559386,Goods,NCT,TENDER,Tender - Single Lot,RAJUK/PD_9apt/Gen-S/S._Bldg-6,Contract Awarded,Contract Awarded,178132,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,RAJUK/PD_9apt/Gen-S/S._Bldg-6,"Supply, Installation, Testing Commissioning of 1(One) Number 200KVA Sub-Station & 40 KVA Generator for Eight storied","Electrical machinery, apparatus, equipment and consumables;Electric motors, generators and transformers;Electric motors;Generators;Alternators;Cooling towers;Ballasts for discharge lamps or tubes;Parts of electric motors, generators and transformers;Transformers;Electricity distribution and control apparatus;Electrical apparatus for switching or protecting electrical circuits;Electrical circuit components;Parts of electricity distribution or control apparatus;Insulated wire and cable;Mains;Power distribution cables;Coaxial cable;Insulated cable accessories;Electric conductors for data and control purposes;Accumulators, primary cells and primary batteries;Primary cells;Primary batteries;Electric accumulators;Lighting equipment and electric lamps;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment;Electrical equipment and apparatus;Electrical equipment for engines and vehicles;Sound or visual signalling apparatus;Magnets;Machines and apparatus with individual functions;Insulating fittings;Carbon electrodes;Electrical parts of machinery or apparatus;Electrical supplies and accessories;Electronic, electromechanical and electrotechnical supplies;Electronic equipment;Electromechanical equipment;Electrotechnical equipment",Lot wise,1000,1000,Payment through Bank,2021-10-04,2021-10-24,2021-10-05,2021-10-11,2021-10-25,2021-10-25,2021-10-24,2022-03-22,2022-02-22,Rahat Muslemin,pp0003,PD (9apt),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
615021,Tender Notice_PDFs/RAJUK_Tender_615021.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9559386,Goods,NCT,TENDER,Tender - Single Lot,RAJUK/PD_9apt/Solar_Bldg-6,Contract Awarded,Contract Awarded,178132,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,RAJUK/PD_9apt/Solar_Bldg-6,"Supply, Installation, Testing & Commissioning of 5 KWP Solar System for Eight Storied Apartment Building at Mohammadpur R/A,","Electrical machinery, apparatus, equipment and consumables;Electric motors, generators and transformers;Electric motors;Generators;Alternators;Cooling towers;Ballasts for discharge lamps or tubes;Parts of electric motors, generators and transformers;Transformers;Electricity distribution and control apparatus;Electrical apparatus for switching or protecting electrical circuits;Electrical circuit components;Parts of electricity distribution or control apparatus;Insulated wire and cable;Mains;Power distribution cables;Coaxial cable;Insulated cable accessories;Electric conductors for data and control purposes;Accumulators, primary cells and primary batteries;Primary cells;Primary batteries;Electric accumulators;Lighting equipment and electric lamps;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment;Electrical equipment and apparatus;Electrical equipment for engines and vehicles;Sound or visual signalling apparatus;Magnets;Machines and apparatus with individual functions;Insulating fittings;Carbon electrodes;Electrical parts of machinery or apparatus;Electrical supplies and accessories;Electronic, electromechanical and electrotechnical supplies;Electronic equipment;Electromechanical equipment;Electrotechnical equipment",Lot wise,1000,1000,Payment through Bank,2021-10-04,2021-10-24,2021-10-05,2021-10-11,2021-10-25,2021-10-25,2021-10-24,2022-03-22,2022-02-22,Rahat Muslemin,pp0003,PD (9apt),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
615572,Tender Notice_PDFs/RAJUK_Tender_615572.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara 3rd Phase Project,og0063,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9563605,Works,NCT,TENDER,Tender - Single Lot,U3P-02/2021-2022,Contract Awarded,Contract Awarded,176799,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-UMT,Uttara Residential Model Town (3rd Phase),pr0035,PD_U3P/2,Repair and Renovation Work of Lake Drive Road no 06 (west side of lake no-11) Including Surface Pucca Drain and Barbed Wire Fencing around Green Belt at Sector 16 of Uttara Residential Model Town (3rd Phase) Project.,"Repair, maintenance and associated services related to roads and other equipment; Repair, maintenance and associated services related to aircraft, railways, roads and marine equipment;",Lot wise,2000,2000,Payment through Bank,2021-10-04,2021-10-27,2021-10-05,2021-10-14,2021-10-28,2021-10-28,2021-10-28,2022-02-23,2022-01-26,MD. HAFIZUL ISLAM,pp0108,PD (Uttara 3rd Phase),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
616291,Tender Notice_PDFs/RAJUK_Tender_616291.pdf,1,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9554969,Works,NCT,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/68,Rejected,Rejected,179660,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-PURBACHAL,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/68,"Construction of Remaining Internal Road and Surface Drain at Sector no-21(part) of Purbachal New Town Project (Package-RDC- 21, Lot-3).",Building construction work; Works for complete or part construction and civil engineering work;,Lot wise,1000,1000,Payment through Bank,2021-10-03,2021-10-27,2021-10-04,2021-10-14,2021-10-28,2021-10-28,2021-10-28,2022-02-23,2022-01-26,Ujjwal Mallick,pp0099,Project Director,1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
616292,Tender Notice_PDFs/RAJUK_Tender_616292.pdf,1,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9554969,Works,NCT,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/69,Rejected,Rejected,179660,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-PURBACHAL,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/69,"Construction of Internal RCC Road & Surface Drain at Sector No-20 (part) of Purbachal New Town Project (RDC-20, Lot No-3).",Engineering works and construction works; Works for complete or part construction and civil engineering work;,Lot wise,1000,1000,Payment through Bank,2021-10-03,2021-10-27,2021-10-04,2021-10-14,2021-10-28,2021-10-28,2021-10-28,2022-02-23,2022-01-26,Ujjwal Mallick,pp0099,Project Director,1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
616293,Tender Notice_PDFs/RAJUK_Tender_616293.pdf,1,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9554969,Works,NCT,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/70,Contract Awarded,Contract Awarded,179660,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-PURBACHAL,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/70,"Electrification work of 02 (two) Storied Progati High Building with 06 (Six) Storied Foundation work in the Plot No-43, Road No-102 in Sector No-03 of Purbachal New Town Project.",Engineering works and construction works; Works for complete or part construction and civil engineering work;,Lot wise,1000,1000,Payment through Bank,2021-10-03,2021-10-27,2021-10-04,2021-10-14,2021-10-28,2021-10-28,2021-10-28,2022-02-23,2022-01-26,Ujjwal Mallick,pp0099,Project Director,1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
616294,Tender Notice_PDFs/RAJUK_Tender_616294.pdf,1,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9554969,Works,NCT,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/71,Contract Awarded,Contract Awarded,179660,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-PURBACHAL,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/71,"Electrification work of 02 (two) storied Purbachal Palkhan High School Bhaban with 06 (Six) Storied foundation work in the Plot No.-8, Road No.-301 in Sector-30 of Purbachal New Town Project.",Engineering works and construction works; Works for complete or part construction and civil engineering work;,Lot wise,1000,1000,Payment through Bank,2021-10-03,2021-10-27,2021-10-04,2021-10-14,2021-10-28,2021-10-28,2021-10-28,2022-02-23,2022-01-26,Ujjwal Mallick,pp0099,Project Director,1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
619039,Tender Notice_PDFs/RAJUK_Tender_619039.pdf,1,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Superintending Engineer (Civil Circle-1),og0007,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9568383,Works,NCT,TENDER,Tender - Single Lot,SE/CC-1/HQ/W-01/2021-2022,,,176874,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,SE/CC-1/HQ/W-01,Painting Works for the Outside Wall of RAJUK Main Building and Auditorium with some Cleaning works.,Engineering works and construction works; Works for complete or part construction and civil engineering work;,Lot wise,1000,1000,Payment through Bank,2021-11-04,2021-11-21,2021-11-04,2021-11-14,2021-11-22,2021-11-22,2021-11-22,2022-03-20,2022-02-20,Mohammad Muzaffar Uddin,pp0004,Superintending Engineer,1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
620619,Tender Notice_PDFs/RAJUK_Tender_620619.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Superintending Engineer (Civil Circle-1),og0007,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9568383,Works,NCT,TENDER,Tender - Single Lot,SE/CC-1/HQ/W-02/2021-2022,Contract Awarded,Contract Awarded,176874,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,SE/CC-1/HQ/W-02,"Renovation Works ( Plaster, Door, Window, Sanitary fittings, Painting and other Civil works) in the Building allotted for Drivers (Building No.10) at RAJUK Malibagh Officers' Quarter Area.",Engineering works and construction works; Works for complete or part construction and civil engineering work;,Lot wise,1000,1000,Payment through Bank,2021-11-04,2021-11-21,2021-11-04,2021-11-15,2021-11-22,2021-11-22,2021-11-22,2022-03-20,2022-02-20,Mohammad Muzaffar Uddin,pp0004,Superintending Engineer,1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
622539,Tender Notice_PDFs/RAJUK_Tender_622539.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Electrical),og0011,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9552663,Goods,NCT,TENDER,Tender - Single Lot,Rajuk/Electrical-2/21/G-01,Contract Awarded,Contract Awarded,177988,Open Tendering Method (OTM),Own Fund,Own fund,,RJK_ELEC_10,Electro_Mechanical Equipment Purchage,pr0075,Rajuk/Electrical-2/21/G-01,"Supply, Installation, Testing & Commissioning of 100 KVA Generator and Related Works for Rajuk Zonal Office in Uttara.","Electric motors, generators and transformers; Electrical machinery, apparatus, equipment and consumables;Electric motors;Generators;Alternators;Cooling towers;Ballasts for discharge lamps or tubes;Parts of electric motors, generators and transformers;Transformers",Lot wise,1000,1000,Payment through Bank,2021-11-09,2021-11-29,2021-11-09,2021-11-18,2021-11-30,2021-11-30,2021-11-30,2022-04-27,2022-03-30,Md. Julfiker Ali Khan,pp0104,Sup. Eng. (Elec.),1,eligibility,1,1213,8,a),yes,yes,cert_bin;cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_general;financial_credit;financial_liquid;geographic;other,no,,,,no
622586,Tender Notice_PDFs/RAJUK_Tender_622586.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Electrical),og0011,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9552663,Works,NCT,TENDER,Tender - Single Lot,Rajuk/Electrical-2/21/W-01,Contract Awarded,Contract Awarded,178217,Open Tendering Method (OTM),Own Fund,Own fund,,RJK-OTHExpenditures,"Sepcial Day Celebration,Building Lighting and fair related Expences,Fastival and Contrivution.",pr0065,Rajuk/Electrical-2/21/W-01,Temporary Illumination of Rajuk Zonal Offices in different Religion Festivals & State Phase.,"Lighting equipment and electric lamps; Electrical machinery, apparatus, equipment and consumables;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment",Lot wise,1000,1000,Payment through Bank,2021-11-09,2021-11-29,2021-11-09,2021-11-18,2021-11-30,2021-11-30,2021-11-30,2022-04-27,2022-03-30,Md. Julfiker Ali Khan,pp0104,Sup. Eng. (Elec.),1,eligibility,1,1413,8,a),yes,yes,cert_bin;cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_general;financial_credit;financial_liquid;financial_turnover;geographic;other,no,,,,no
622637,Tender Notice_PDFs/RAJUK_Tender_622637.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Electrical),og0011,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9552663,Works,NCT,TENDER,Tender - Single Lot,Rajuk/Electrical-1/21/W-01,Contract Awarded,Contract Awarded,178008,Open Tendering Method (OTM),Own Fund,Own fund,,RJK/ELEC/Maintanance,Maintanance of Office Equipement and Accessories,pr0055,Rajuk/Electrical-1/21/W-01,Servicing & Maintenance of CCTV Surveillance System of Rajuk Main & Annex Bhaban and Bhaban Complex for 02 (Two) Years.,"Repair, maintenance and associated services related to personal computers, office equipment, telecommunications and audio- visual equipment; Repair, maintenance and installation services;Maintenance and repair of office machinery;Repair and maintenance services of personal computers;Maintenance services of telecommunications equipment;Repair and maintenance services of audio-visual and optical equipment",Lot wise,1000,1000,Payment through Bank,2021-11-09,2021-11-29,2021-11-09,2021-11-18,2021-11-30,2021-11-30,2021-11-30,2022-04-27,2022-03-30,Md. Julfiker Ali Khan,pp0104,Sup. Eng. (Elec.),1,eligibility,1,1378,9,a),yes,yes,cert_bin;cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_general;experience_similar;financial_credit;financial_liquid;financial_turnover;geographic,no,,,,no
632736,Tender Notice_PDFs/RAJUK_Tender_632736.pdf,1,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9554969,Works,NCT,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/72,To be Re-Tendered,To be Re-Tendered,179660,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-PURBACHAL,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/72,"Construction of Internal Road, RCC Road and Surface Drain's Remaining work at Sector no-3 (Part) of Purbachal New Town Project (Package-RDC-03, Lot-2).",Engineering works and construction works; Works for complete or part construction and civil engineering work;,Lot wise,3000,3000,Payment through Bank,2021-11-29,2021-12-29,2021-11-30,2021-12-09,2021-12-30,2021-12-30,2021-12-30,2022-05-27,2022-04-29,Ujjwal Mallick,pp0099,Project Director,1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
632746,Tender Notice_PDFs/RAJUK_Tender_632746.pdf,1,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9554969,Works,NCT,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/75,Re-Tendered,Re-Tendered,179660,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-PURBACHAL,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/75,"Construction of Internal Road and Surface Drain at Sector No-29 (part) of Purbachal New Town Project (Package RDC-29, Lot- 02).",Building demolition and wrecking work and earthmoving work; Site preparation work;,Lot wise,2000,2000,Payment through Bank,2021-11-29,2021-12-29,2021-11-30,2021-12-09,2021-12-30,2021-12-30,2021-12-30,2022-05-27,2022-04-29,Ujjwal Mallick,pp0099,Project Director,1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
632748,Tender Notice_PDFs/RAJUK_Tender_632748.pdf,1,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9554969,Works,NCT,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/74,To be Re-Tendered,To be Re-Tendered,179660,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-PURBACHAL,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/74,"Construction of Internal RCC Road and Surface Drain at Sector No-08 (part) of Purbachal New Town Project (Package RDC-08, Lot-05).",Engineering works and construction works; Works for complete or part construction and civil engineering work;,Lot wise,2000,2000,Payment through Bank,2021-11-29,2021-12-21,2021-11-30,2021-12-09,2021-12-22,2021-12-22,2021-12-22,2022-04-19,2022-03-22,Ujjwal Mallick,pp0099,Project Director,1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
632749,Tender Notice_PDFs/RAJUK_Tender_632749.pdf,1,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9554969,Works,NCT,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/73,To be Re-Tendered,To be Re-Tendered,179660,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-PURBACHAL,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/73,"Construction of Internal Road and Surface Drain at Sector No-08 (part) of Purbachal New Town Project (Package RDC-08, Lot- 04).",Engineering works and construction works; Works for complete or part construction and civil engineering work;,Lot wise,2000,2000,Payment through Bank,2021-11-29,2021-12-21,2021-11-30,2021-12-09,2021-12-22,2021-12-22,2021-12-22,2022-04-19,2022-03-22,Ujjwal Mallick,pp0099,Project Director,1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
637168,Tender Notice_PDFs/RAJUK_Tender_637168.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara Apartment Project,og0012,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9572010,Goods,NCT,TENDER,Tender - Single Lot,GD/UAP/Lift-04,Re-Tendered,Re-Tendered,177033,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,GD/UAP/Lift-04,"Supply, Installation, Testing and Commissioning of (A) 02 Nos 800 KG Passenger Lift & (B) 01 No. 1250 Kg Passenger Lift for the",Lifting and handling equipment and parts; General-purpose machinery;,Lot wise,1000,1000,Payment through Bank,2021-12-22,2022-01-16,2021-12-23,2022-01-05,2022-01-17,2022-01-17,2022-01-17,2022-06-14,2022-05-17,Mohammad Muzaffar Uddin,pp0004,PD (Uttara Appartment),1,eligibility,1,1575,3,(n),yes,yes,cert_licence_class;cert_other;experience_count;experience_general;experience_similar;financial_liquid;personnel,no,,,,no
637169,Tender Notice_PDFs/RAJUK_Tender_637169.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara Apartment Project,og0012,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9572010,Goods,NCT,TENDER,Tender - Single Lot,GD/UAP/Lift-05,Contract Awarded,Contract Awarded,177033,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,GD/UAP/Lift-05,"Supply, Installation, Testing and Commissioning of 01 No. 2100 KG Passenger Cum Bed Lift for the Community Center under the",Lifting and handling equipment and parts; General-purpose machinery;,Lot wise,1000,1000,Payment through Bank,2021-12-22,2022-01-16,2021-12-23,2022-01-05,2022-01-17,2022-01-17,2022-01-17,2022-06-14,2022-05-17,Mohammad Muzaffar Uddin,pp0004,PD (Uttara Appartment),1,eligibility,1,1547,3,(n),yes,yes,cert_licence_class;cert_other;experience_count;experience_general;experience_similar;financial_liquid;geographic;personnel,no,,,,no
