"tender_id","agency","procuring_entity","package_description","record_type","bidder_name","bidder_name_normalised","bid_amount","responsive_status","qualified_status","technical_status","rejection_reason","rejected_requirement","beneficial_owner_name","ownership_percentage","owner_country","source_file","page_number","evidence_excerpt","note"
"601520","RAJUK","Purbachal New Town Project","Construction of Boundary Wall for RAJUK site office at Sector-19 of Purbachal New Town Project.","AWARDED_BIDDER","Starlite Services Limited","STARLITE SERVICES LTD","25907749.63","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_601520.pdf","1","Contract Value (Taka): 25907749.63; Name of Supplier/Contractor/Consultant: Starlite Services Limited","bid amount equals the awarded contract value as printed on the award notice"
"601520","RAJUK","Purbachal New Town Project","Construction of Boundary Wall for RAJUK site office at Sector-19 of Purbachal New Town Project.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_601520.pdf","1","Received: 9; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 8 bidder(s)"
"608964","RAJUK","Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.","Supply, Installation, Testing & Commissioning of 10 KWP Solar System for 9 Storied Apartment Building at Mohammadpur R/A, Khilzi Road, Plot No-22/21 (Building 7).","AWARDED_BIDDER","M/s Anas Trading International","ANAS TRADING INTERNATIONAL","840000.11","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_608964.pdf","1","Contract Value (Taka): 840000.11; Name of Supplier/Contractor/Consultant: M/s Anas Trading International","bid amount equals the awarded contract value as printed on the award notice"
"608964","RAJUK","Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.","Supply, Installation, Testing & Commissioning of 10 KWP Solar System for 9 Storied Apartment Building at Mohammadpur R/A, Khilzi Road, Plot No-22/21 (Building 7).","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_608964.pdf","1","Received: 8; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 4 bidder(s)"
"609656","RAJUK","Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.","Supply, Installation, Testing & Commissioning of 12 KWP Solar System for 10 Storied Apartment Building at Gulshan R/A, Road No.- 31, Plot No-CWS(B)-28 (Building-2).","AWARDED_BIDDER","M/s Anas Trading International","ANAS TRADING INTERNATIONAL","947996.11","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_609656.pdf","1","Contract Value (Taka): 947996.11; Name of Supplier/Contractor/Consultant: M/s Anas Trading International","bid amount equals the awarded contract value as printed on the award notice"
"609656","RAJUK","Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.","Supply, Installation, Testing & Commissioning of 12 KWP Solar System for 10 Storied Apartment Building at Gulshan R/A, Road No.- 31, Plot No-CWS(B)-28 (Building-2).","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_609656.pdf","1","Received: 8; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 4 bidder(s)"
"614373","RAJUK","Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.","Supply, Installation, Testing, Commissioning of 01 (One) Number 800 kg (10 Passengers) Lift for Eight Storied Apartment Building at Mohammadpur R/A, Babor Road, Block-B, Plot-2/15 (Building-6)","AWARDED_BIDDER","Concept Elevators & Engineering Ltd.","CONCEPT ELEVATORS ENGINEERING LTD","4498200.36","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_614373.pdf","1","Contract Value (Taka): 4498200.36; Name of Supplier/Contractor/Consultant: Concept Elevators & Engineering Ltd.","bid amount equals the awarded contract value as printed on the award notice"
"615021","RAJUK","Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.","Supply, Installation, Testing & Commissioning of 5 KWP Solar System for Eight Storied Apartment Building at Mohammadpur R/A, Babor Road, Block-B, Plot-2/15 (Building-6)","AWARDED_BIDDER","M/s Anas Trading International","ANAS TRADING INTERNATIONAL","295000.10","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_615021.pdf","1","Contract Value (Taka): 295000.10; Name of Supplier/Contractor/Consultant: M/s Anas Trading International","bid amount equals the awarded contract value as printed on the award notice"
"615021","RAJUK","Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.","Supply, Installation, Testing & Commissioning of 5 KWP Solar System for Eight Storied Apartment Building at Mohammadpur R/A, Babor Road, Block-B, Plot-2/15 (Building-6)","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_615021.pdf","1","Received: 7; Responsive: 3 (difference is the rejected count)","count is derived as received minus responsive; 4 bidder(s)"
"615572","RAJUK","Uttara 3rd Phase Project","Repair and Renovation Work of Lake Drive Road no 06 (west side of lake no-11) Including Surface Pucca Drain and Barbed Wire Fancy around Green Belt at Sector 16 of Uttara Residential Model Town (3rd Phase) Project.","AWARDED_BIDDER","M/S SHAFIQUE AND SONS - M/S. AMIN TRADING CORPORATION JV","SHAFIQUE AND SONS M S AMIN TRADING CORPORATION JV","29216449.31","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_615572.pdf","1","Contract Value (Taka): 29216449.31; Name of Supplier/Contractor/Consultant: M/S SHAFIQUE AND SONS - M/S. AMIN TRADING CORPORATION JV ( JVCA Partners [Business Share]: M/S. AMIN TRADING CORPORATION [25.000%] , M/s Shafique and Sons [75.000%] )","bid amount equals the awarded contract value as printed on the award notice"
"615572","RAJUK","Uttara 3rd Phase Project","Repair and Renovation Work of Lake Drive Road no 06 (west side of lake no-11) Including Surface Pucca Drain and Barbed Wire Fancy around Green Belt at Sector 16 of Uttara Residential Model Town (3rd Phase) Project.","JV_PARTNER_OF_WINNER","M/S. AMIN TRADING CORPORATION","AMIN TRADING CORPORATION","7304112.33","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","25.000","","Tender_615572.pdf","1","JVCA Partners [Business Share]: M/S. AMIN TRADING CORPORATION [25.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"615572","RAJUK","Uttara 3rd Phase Project","Repair and Renovation Work of Lake Drive Road no 06 (west side of lake no-11) Including Surface Pucca Drain and Barbed Wire Fancy around Green Belt at Sector 16 of Uttara Residential Model Town (3rd Phase) Project.","JV_PARTNER_OF_WINNER","M/s Shafique and Sons","SHAFIQUE AND SONS","21912336.99","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","75.000","","Tender_615572.pdf","1","JVCA Partners [Business Share]: M/s Shafique and Sons [75.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"615572","RAJUK","Uttara 3rd Phase Project","Repair and Renovation Work of Lake Drive Road no 06 (west side of lake no-11) Including Surface Pucca Drain and Barbed Wire Fancy around Green Belt at Sector 16 of Uttara Residential Model Town (3rd Phase) Project.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_615572.pdf","1","Received: 8; Responsive: 6 (difference is the rejected count)","count is derived as received minus responsive; 2 bidder(s)"
"616293","RAJUK","Purbachal New Town Project","Electrification work of 02 (two) Storied Progati High Building with 06 (Six) Storied Foundation work in the Plot No-43, Road No-102 in Sector No-03 of Purbachal New Town Project.","AWARDED_BIDDER","M/S. Sharif & Sons","SHARIF SONS","3463421.40","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_616293.pdf","1","Contract Value (Taka): 3463421.40; Name of Supplier/Contractor/Consultant: M/S. Sharif & Sons","bid amount equals the awarded contract value as printed on the award notice"
"616293","RAJUK","Purbachal New Town Project","Electrification work of 02 (two) Storied Progati High Building with 06 (Six) Storied Foundation work in the Plot No-43, Road No-102 in Sector No-03 of Purbachal New Town Project.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_616293.pdf","1","Received: 5; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 4 bidder(s)"
"616294","RAJUK","Purbachal New Town Project","Electrification work of 02 (two) storied Purbachal Palkhan High School Bhaban with 06 (Six) Storied foundation work in the Plot No.-8, Road No.-301 in Sector-30 of Purbachal New Town Project.","AWARDED_BIDDER","M/S Sunny Construction","SUNNY CONSTRUCTION","3463421.40","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_616294.pdf","1","Contract Value (Taka): 3463421.40; Name of Supplier/Contractor/Consultant: M/S Sunny Construction","bid amount equals the awarded contract value as printed on the award notice"
"616294","RAJUK","Purbachal New Town Project","Electrification work of 02 (two) storied Purbachal Palkhan High School Bhaban with 06 (Six) Storied foundation work in the Plot No.-8, Road No.-301 in Sector-30 of Purbachal New Town Project.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_616294.pdf","1","Received: 4; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"620619","RAJUK","Superintending Engineer (Civil Circle-1)","Renovation Works ( Plaster, Door, Window, Sanitary fittings, Painting and other Civil works) in the Building allotted for Drivers (Building No.10) at RAJUK Malibagh Officers' Quarter Area.","AWARDED_BIDDER","M/S. A. R. Enterprise","A R ENTERPRISE","3045193.80","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_620619.pdf","1","Contract Value (Taka): 3045193.80; Name of Supplier/Contractor/Consultant: M/S. A. R. Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"622539","RAJUK","Office of the Superintending Engineer (Electrical)","Supply, Installation, Testing & Commissioning of 100 KVA Generator and Related Works for Rajuk Zonal Office in Uttara.","AWARDED_BIDDER","M/S TANIN ENTERPRISE","TANIN ENTERPRISE","3097300.59","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_622539.pdf","1","Contract Value (Taka): 3097300.59; Name of Supplier/Contractor/Consultant: M/S TANIN ENTERPRISE","bid amount equals the awarded contract value as printed on the award notice"
"622539","RAJUK","Office of the Superintending Engineer (Electrical)","Supply, Installation, Testing & Commissioning of 100 KVA Generator and Related Works for Rajuk Zonal Office in Uttara.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_622539.pdf","1","Received: 3; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"622586","RAJUK","Office of the Superintending Engineer (Electrical)","Temporary Illumination of Rajuk Zonal Offices in different Religion Festivals & State Phase.","AWARDED_BIDDER","M/S TANIN ENTERPRISE","TANIN ENTERPRISE","1279542.60","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_622586.pdf","1","Contract Value (Taka): 1279542.60; Name of Supplier/Contractor/Consultant: M/S TANIN ENTERPRISE","bid amount equals the awarded contract value as printed on the award notice"
"622637","RAJUK","Office of the Superintending Engineer (Electrical)","Servicing & Maintenance of CCTV Surveillance System of Rajuk Main & Annex Bhaban and Bhaban Complex for 02 (Two) Years.","AWARDED_BIDDER","Silver Sun Electronics","SILVER SUN ELECTRONICS","967554.72","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_622637.pdf","1","Contract Value (Taka): 967554.72; Name of Supplier/Contractor/Consultant: Silver Sun Electronics","bid amount equals the awarded contract value as printed on the award notice"
"637169","RAJUK","Uttara Apartment Project","Supply, Installation, Testing and Commissioning of 01 No. 2100 KG Passenger Cum Bed Lift for the Community Center under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector- 18, Block-A, Utta","AWARDED_BIDDER","Concept Elevators & Engineering Ltd.","CONCEPT ELEVATORS ENGINEERING LTD","8158500.74","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_637169.pdf","1","Contract Value (Taka): 8158500.74; Name of Supplier/Contractor/Consultant: Concept Elevators & Engineering Ltd.","bid amount equals the awarded contract value as printed on the award notice"
"639927","RAJUK","Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.","RAJUK/PD_9apt/Gen-S/S._Bldg-4 Supply, Installation, Testing and Commissioning of 1(One) Number 300KVA Sub- Station & 80 KVA Generator for Seven Storied Apartment Building at Plot-13/1, Block-A, Awrangajeb Road, Mohammadpur R/A, Dhaka (Building-4)","AWARDED_BIDDER","T.S Enterprise","T S ENTERPRISE","6132044.30","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_639927.pdf","1","Contract Value (Taka): 6132044.30; Name of Supplier/Contractor/Consultant: T.S Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"647346","RAJUK","Uttara 3rd Phase Project","Supply fitting & fixing of solar system LED light starting form Rail Depo underpass to south side of west Avenue Road in Uttara (3rd Phase) Project (Group-2).","AWARDED_BIDDER","The Continantal Builders","THE CONTINANTAL BUILDERS","16066116.90","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_647346.pdf","1","Contract Value (Taka): 16066116.90; Name of Supplier/Contractor/Consultant: The Continantal Builders","bid amount equals the awarded contract value as printed on the award notice"
"647346","RAJUK","Uttara 3rd Phase Project","Supply fitting & fixing of solar system LED light starting form Rail Depo underpass to south side of west Avenue Road in Uttara (3rd Phase) Project (Group-2).","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_647346.pdf","1","Received: 17; Responsive: 9 (difference is the rejected count)","count is derived as received minus responsive; 8 bidder(s)"
"647351","RAJUK","Uttara 3rd Phase Project","Supply fitting & fixing of solar system LED light on part of Avenue-3 & 4 and upto Bridge No-5 of Avenue-1 in Uttara (3rd Phase) Project, (Group-3).","AWARDED_BIDDER","M/S Techno Trade International","TECHNO TRADE INTERNATIONAL","17017004.70","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_647351.pdf","1","Contract Value (Taka): 17017004.70; Name of Supplier/Contractor/Consultant: M/S Techno Trade International","bid amount equals the awarded contract value as printed on the award notice"
"647351","RAJUK","Uttara 3rd Phase Project","Supply fitting & fixing of solar system LED light on part of Avenue-3 & 4 and upto Bridge No-5 of Avenue-1 in Uttara (3rd Phase) Project, (Group-3).","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_647351.pdf","1","Received: 17; Responsive: 10 (difference is the rejected count)","count is derived as received minus responsive; 7 bidder(s)"
"647356","RAJUK","Uttara 3rd Phase Project","Supply Fitting & fixing of Solar System LED light starting from Sector No. 14 of Graveyard to South side of Lake drive road of Avenue-7 upto Bridge 06 in Uttara.(3rd Phase) Project, (Group-4).","AWARDED_BIDDER","Super Star Renewable Energy Limited","SUPER STAR RENEWABLE ENERGY LTD","13534879.50","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_647356.pdf","1","Contract Value (Taka): 13534879.50; Name of Supplier/Contractor/Consultant: Super Star Renewable Energy Limited","bid amount equals the awarded contract value as printed on the award notice"
"647356","RAJUK","Uttara 3rd Phase Project","Supply Fitting & fixing of Solar System LED light starting from Sector No. 14 of Graveyard to South side of Lake drive road of Avenue-7 upto Bridge 06 in Uttara.(3rd Phase) Project, (Group-4).","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_647356.pdf","1","Received: 19; Responsive: 10 (difference is the rejected count)","count is derived as received minus responsive; 9 bidder(s)"
"647361","RAJUK","Uttara 3rd Phase Project","Supply Fitting & fixing of Solar System LED light on Part of Avenue- 6 and upto Central Circle of West Side of the part of Avenue- 5 in Uttara (3rd Phase) Project, (Group-6).","AWARDED_BIDDER","Auto Power Pvt. Limited","AUTO POWER PVT LTD","9194839.20","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_647361.pdf","1","Contract Value (Taka): 9194839.20; Name of Supplier/Contractor/Consultant: Auto Power Pvt. Limited","bid amount equals the awarded contract value as printed on the award notice"
"647361","RAJUK","Uttara 3rd Phase Project","Supply Fitting & fixing of Solar System LED light on Part of Avenue- 6 and upto Central Circle of West Side of the part of Avenue- 5 in Uttara (3rd Phase) Project, (Group-6).","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_647361.pdf","1","Received: 15; Responsive: 6 (difference is the rejected count)","count is derived as received minus responsive; 9 bidder(s)"
"661661","RAJUK","Superintending Engineer (Civil Circle-4)","Repairing works of building-04 of staff quarter at sector-06, Uttara.","AWARDED_BIDDER","M/S. A. R. Enterprise","A R ENTERPRISE","3072847.08","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_661661.pdf","1","Contract Value (Taka): 3072847.08; Name of Supplier/Contractor/Consultant: M/S. A. R. Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"661888","RAJUK","Superintending Engineer (Civil Circle-4)","Repairing works of building-02 of staff quarter at sector-06, Uttara.","AWARDED_BIDDER","M/S. Maliha Enterprise","MALIHA ENTERPRISE","3032142.91","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_661888.pdf","1","Contract Value (Taka): 3032142.91; Name of Supplier/Contractor/Consultant: M/S. Maliha Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"663428","RAJUK","Director (Admin)","Supply of different stationery items for official purpose of RAJUK.","AWARDED_BIDDER","Shapla Enterprise","SHAPLA ENTERPRISE","2243561.75","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_663428.pdf","1","Contract Value (Taka): 2243561.75; Name of Supplier/Contractor/Consultant: Shapla Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"663428","RAJUK","Director (Admin)","Supply of different stationery items for official purpose of RAJUK.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_663428.pdf","1","Received: 5; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"663429","RAJUK","Director (Admin)","Purchase of various printing items for official purpose of RAJUK.","AWARDED_BIDDER","Tithy Printing & Packaging","TITHY PRINTING PACKAGING","773944.52","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_663429.pdf","1","Contract Value (Taka): 773944.52; Name of Supplier/Contractor/Consultant: Tithy Printing & Packaging","bid amount equals the awarded contract value as printed on the award notice"
"663429","RAJUK","Director (Admin)","Purchase of various printing items for official purpose of RAJUK.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_663429.pdf","1","Received: 9; Responsive: 8 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"667693","RAJUK","Gulshan-Banani-Baridhara Lake Development Project","Lake Protection work at the west bank of Gulshan-Banani-Baridhara Lake from Gulshan Shooting Club to Gulshan- Badda link Road.","AWARDED_BIDDER","Starlite Services Limited","STARLITE SERVICES LTD","25972842.87","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_667693.pdf","1","Contract Value (Taka): 25972842.87; Name of Supplier/Contractor/Consultant: Starlite Services Limited","bid amount equals the awarded contract value as printed on the award notice"
"667693","RAJUK","Gulshan-Banani-Baridhara Lake Development Project","Lake Protection work at the west bank of Gulshan-Banani-Baridhara Lake from Gulshan Shooting Club to Gulshan- Badda link Road.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_667693.pdf","1","Received: 4; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"671805","RAJUK","Uttara Apartment Project","Remaining Construction works of 02(two) nos (Teesta-01 & Teesta-02) 16 Storied Residential Apartment Building For Low & Middle Income Group of People with 01 Basement floor in/c Parking facilities at Basement and Ground Floors, Internal Sanitary, Wat","AWARDED_BIDDER","M/s. SS & MT (JV)","SS MT","444989988.32","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_671805.pdf","1","Contract Value (Taka): 444989988.32; Name of Supplier/Contractor/Consultant: M/s. SS & MT (JV) ( JVCA Partners [Business Share]: M/S. Monir Traders [49.000%] , M/S. Sharif & Sons [51.000%] )","bid amount equals the awarded contract value as printed on the award notice"
"671805","RAJUK","Uttara Apartment Project","Remaining Construction works of 02(two) nos (Teesta-01 & Teesta-02) 16 Storied Residential Apartment Building For Low & Middle Income Group of People with 01 Basement floor in/c Parking facilities at Basement and Ground Floors, Internal Sanitary, Wat","JV_PARTNER_OF_WINNER","M/S. Monir Traders","MONIR TRADERS","218045094.28","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","49.000","","Tender_671805.pdf","1","JVCA Partners [Business Share]: M/S. Monir Traders [49.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"671805","RAJUK","Uttara Apartment Project","Remaining Construction works of 02(two) nos (Teesta-01 & Teesta-02) 16 Storied Residential Apartment Building For Low & Middle Income Group of People with 01 Basement floor in/c Parking facilities at Basement and Ground Floors, Internal Sanitary, Wat","JV_PARTNER_OF_WINNER","M/S. Sharif & Sons","SHARIF SONS","226944894.05","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","51.000","","Tender_671805.pdf","1","JVCA Partners [Business Share]: M/S. Sharif & Sons [51.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"671805","RAJUK","Uttara Apartment Project","Remaining Construction works of 02(two) nos (Teesta-01 & Teesta-02) 16 Storied Residential Apartment Building For Low & Middle Income Group of People with 01 Basement floor in/c Parking facilities at Basement and Ground Floors, Internal Sanitary, Wat","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_671805.pdf","1","Received: 4; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 2 bidder(s)"
"672061","RAJUK","Director (Admin)","Supply of Rajuk Annual Report 2020-2021 & Quarterly Rajuk Barta.","AWARDED_BIDDER","M/S Faith Print","FAITH PRINT","199501.50","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_672061.pdf","1","Contract Value (Taka): 199501.50; Name of Supplier/Contractor/Consultant: M/S Faith Print","bid amount equals the awarded contract value as printed on the award notice"
"684610","RAJUK","Superintending Engineer (Civil Circle-1)","Painting works of Bridges, Overpasses, Railings and other infra-structures of Hatirjheel Area.","AWARDED_BIDDER","M/S Raj Development Construction","RAJ DEVELOPMENT CONSTRUCTION","5485150.04","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_684610.pdf","1","Contract Value (Taka): 5485150.04; Name of Supplier/Contractor/Consultant: M/S Raj Development Construction","bid amount equals the awarded contract value as printed on the award notice"
"684610","RAJUK","Superintending Engineer (Civil Circle-1)","Painting works of Bridges, Overpasses, Railings and other infra-structures of Hatirjheel Area.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_684610.pdf","1","Received: 6; Responsive: 5 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"685885","RAJUK","Office of the Superintending Engineer (Electrical)","Earthing Installation for Compressor & ODB Board of different Places in Hatirjheel Area.","AWARDED_BIDDER","M/S Sunny Construction","SUNNY CONSTRUCTION","1321392.60","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_685885.pdf","1","Contract Value (Taka): 1321392.60; Name of Supplier/Contractor/Consultant: M/S Sunny Construction","bid amount equals the awarded contract value as printed on the award notice"
"685885","RAJUK","Office of the Superintending Engineer (Electrical)","Earthing Installation for Compressor & ODB Board of different Places in Hatirjheel Area.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_685885.pdf","1","Received: 7; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"690870","RAJUK","Superintending Engineer (Civil Circle-1)","Construction of Drain and Connection Road towards sub-station and other civil works at RAJUK Malibagh Officers' Quarter Area.","AWARDED_BIDDER","M/S. Maliha Enterprise","MALIHA ENTERPRISE","4862965.91","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_690870.pdf","1","Contract Value (Taka): 4862965.91; Name of Supplier/Contractor/Consultant: M/S. Maliha Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"690870","RAJUK","Superintending Engineer (Civil Circle-1)","Construction of Drain and Connection Road towards sub-station and other civil works at RAJUK Malibagh Officers' Quarter Area.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_690870.pdf","1","Received: 7; Responsive: 6 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"699109","RAJUK","Uttara Apartment Project","Supply, Installation, Testing and Commissioning of (A) 02 Nos 800 KG Passenger Lift & (B) 01 No. 1250 Kg Passenger Lift for the Community Center under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of peop","AWARDED_BIDDER","Concept Elevators & Engineering Ltd.","CONCEPT ELEVATORS ENGINEERING LTD","17472802.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_699109.pdf","1","Contract Value (Taka): 17472802.00; Name of Supplier/Contractor/Consultant: Concept Elevators & Engineering Ltd.","bid amount equals the awarded contract value as printed on the award notice"
"699109","RAJUK","Uttara Apartment Project","Supply, Installation, Testing and Commissioning of (A) 02 Nos 800 KG Passenger Lift & (B) 01 No. 1250 Kg Passenger Lift for the Community Center under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of peop","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_699109.pdf","1","Received: 4; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 2 bidder(s)"
"699111","RAJUK","Uttara Apartment Project","Supply, Installation, Testing and Commissioning of 03 Nos 1250 KG Passenger Cum Bed Lift for the Commercial Complex including Community Center & Kitchen Super shop under the Project of Construction of Residential Apartment Building for Low & Middle I","AWARDED_BIDDER","M/S Chowdhury Enterprise","CHOWDHURY ENTERPRISE","22498801.43","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_699111.pdf","1","Contract Value (Taka): 22498801.43; Name of Supplier/Contractor/Consultant: M/S Chowdhury Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"699111","RAJUK","Uttara Apartment Project","Supply, Installation, Testing and Commissioning of 03 Nos 1250 KG Passenger Cum Bed Lift for the Commercial Complex including Community Center & Kitchen Super shop under the Project of Construction of Residential Apartment Building for Low & Middle I","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_699111.pdf","1","Received: 3; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"706666","RAJUK","Office of the Superintending Engineer (Electrical)","03 (Three) Years Servicing & Maintenance of Computers at Rajuk.","AWARDED_BIDDER","M/S. Bangladesh Computer Land","BANGLADESH COMPUTER LAND","1517292.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_706666.pdf","1","Contract Value (Taka): 1517292.00; Name of Supplier/Contractor/Consultant: M/S. Bangladesh Computer Land","bid amount equals the awarded contract value as printed on the award notice"
